row_idx,participantId,ic_r1_logit,ic_r2_logit,ic_r3_logit,ic_concat_logit
66,A5DD87C51D044489A83F3E76946D583E,5.633469581604004,5.950347423553467,5.863989353179932,5.1829986572265625
67,,5.308481693267822,5.426451683044434,5.7494096755981445,4.695714950561523
68,,5.764229774475098,5.942946910858154,5.7315354347229,5.062251567840576
69,,5.759875774383545,5.46346378326416,5.693135738372803,5.661844730377197
70,,5.781527042388916,5.764849662780762,4.1497883796691895,5.479703426361084
71,B98C5880B2F24E41839CAABAD7DDA18E,5.677828311920166,5.758737087249756,5.561202526092529,5.545615196228027
72,,5.742965221405029,5.165035247802734,5.881285190582275,5.436073780059815
73,,5.64545488357544,4.991552829742432,5.789945602416992,4.371811866760254
74,,5.314519882202148,3.106942176818848,3.245466709136963,4.683620929718018
75,,5.563109874725342,5.763976573944092,5.8774518966674805,5.023877143859863
76,,1.123117208480835,1.123117208480835,1.123117208480835,1.1993095874786377
77,,5.678147792816162,5.523810863494873,5.801854133605957,4.99430513381958
78,,5.628408432006836,5.596190452575684,5.709147930145264,5.093526840209961
79,E70C8ED79B9A4F7D878728C2D2B927F1,5.669205665588379,5.546834945678711,5.46619176864624,4.88051700592041
80,,5.716550350189209,5.699545383453369,5.688506603240967,4.930067539215088
81,,5.736494541168213,5.782273769378662,5.770227909088135,5.2046217918396
82,,5.67968225479126,3.670812129974365,1.761987328529358,5.062134742736816
83,,5.756256103515625,2.84790587425232,3.117433547973633,4.992324352264404
84,,5.157229900360107,5.82240104675293,5.436583518981934,5.292544364929199
85,,5.42837381362915,5.582049369812012,5.6478681564331055,5.117297172546387
86,AF3ADF2DA568403FA08AC9F65ECE5AD3,5.600979804992676,5.700865268707275,5.803585529327393,5.125760078430176
87,,1.123117208480835,1.123117208480835,1.123117208480835,1.1993095874786377
88,FF2C447A83B0498EAAEA8C001D2A1086,5.567589282989502,5.573516845703125,5.695791721343994,5.041512489318848
89,69EF627706AB4EDD8A60298BB67C21DD,5.742959499359131,5.705292701721191,4.342980861663818,5.470813751220703
90,71DE16EDC599481F8D8E6B3505295D13,5.651692867279053,5.797479629516602,5.545190811157227,5.086586952209473
91,53E6FFB88A9D490DA1D270360AE0D622,5.835376262664795,5.87673807144165,4.6996588706970215,5.5284037590026855
92,,5.398670673370361,5.284316539764404,4.957392692565918,4.21618127822876
93,2270DFB8BCD94043BFF87245AAE79F3D,5.438715934753418,5.753814220428467,5.783746719360352,4.960927963256836
94,,5.79137659072876,5.922291278839111,5.5953545570373535,5.374204635620117
95,,5.439958572387695,5.549326419830322,5.646456241607666,4.95856523513794
96,,5.885898590087891,5.679535865783691,5.843038082122803,5.35312557220459
97,,5.446297645568848,5.507471561431885,5.567362308502197,4.976644992828369
98,,5.659049034118652,5.78960657119751,5.126549243927002,5.0139336585998535
99,,5.917829036712647,5.847689151763916,5.780970573425293,5.690838813781738
100,4C4C4D76144D46538803AC9A0F3E382B,5.617445945739746,4.6336822509765625,5.129099845886231,4.84965705871582
101,6E33511650414D8D89EB66E55518885F,5.888216972351074,3.3590564727783203,5.514986991882324,4.923718452453613
102,,5.838902950286865,5.601158142089844,5.764183044433594,5.418562889099121
103,,5.719884395599365,4.969099521636963,4.226249694824219,4.995848655700684
104,D458E31B550C4D3CAE8C537D4BF86527,5.76219367980957,5.809974193572998,1.5539029836654663,5.220649719238281
105,DC6FB5B2469C435F99E7F2A624863D4B,5.699039936065674,1.358059644699097,5.470471858978272,4.825211524963379
106,,1.123117208480835,1.123117208480835,1.123117208480835,1.1993095874786377
107,,5.616020679473877,4.652571201324463,5.292305946350098,4.628108978271484
108,534B5AB2A3B94C5D9C1BF817BB7E602B,5.485765933990479,5.755972862243652,5.419336795806885,5.0855631828308105
109,,5.567965030670166,5.705539226531982,4.949297428131104,5.37277364730835
110,,5.351141929626465,5.818343639373779,4.82970142364502,5.203185558319092
111,,5.04072904586792,5.811895370483398,5.689846038818359,5.190933227539063
112,,5.287062644958496,5.53057336807251,5.741568088531494,4.58998966217041
113,,5.359191417694092,5.456862926483154,4.422045707702637,4.794844150543213
114,,5.63372278213501,4.920033931732178,4.52495813369751,5.064565181732178
115,,5.847660064697266,5.772127151489258,5.64801025390625,5.381222248077393
116,,5.735839366912842,5.491855621337891,5.566889762878418,5.223599433898926
117,,5.84050178527832,5.847268104553223,5.170924186706543,5.420912265777588
118,,5.718100547790527,5.87553596496582,4.616756916046143,5.1521735191345215
119,,5.407486915588379,5.235378265380859,5.197644233703613,4.671066284179688
120,,5.428202152252197,5.869882583618164,5.434780597686768,4.947846412658691
121,3A16B33FCC354D1EB138BAB806DF944A,5.476030826568604,5.7982378005981445,5.736740112304688,4.883894443511963
122,,5.327489852905273,5.126097679138184,2.599731922149658,5.152165412902832
123,,5.575632095336914,5.681418895721436,4.5662760734558105,5.292469501495361
124,,5.691124439239502,5.900105953216553,5.936383724212647,5.410782814025879
125,4A30F0CF881740AF919E69A84A1510C6,5.582342624664307,5.924639225006104,5.311304092407227,5.414495944976807
126,,5.755594730377197,4.091121196746826,5.490780353546143,5.242363452911377
127,92BED895C8B04F5097FDA0CB3473532C,5.2024407386779785,2.605004072189331,5.724642276763916,4.931566715240479
128,,5.36116886138916,5.789666652679443,3.894034385681152,5.10429048538208
129,,5.593311786651611,5.699573040008545,5.874875545501709,5.018351078033447
130,54E698132D0F45B992E0BBAABE0228BE,5.521610260009766,5.733651161193848,5.647289752960205,5.379885196685791
131,,5.635437965393066,5.789472579956055,5.699795246124268,5.537604808807373
132,,5.615535259246826,4.449807643890381,5.184697151184082,4.750218868255615
133,,1.123117208480835,1.123117208480835,1.123117208480835,1.1993095874786377
134,,5.393261909484863,5.84348201751709,5.664236545562744,5.237735271453857
135,,5.635242938995361,5.80051851272583,5.952881813049316,4.973039627075195
136,7890C21B9F2E4EC092E4CDD3E19DBA78,5.630082607269287,5.860132217407227,3.83164644241333,5.343642234802246
137,,5.616455078125,5.044212341308594,5.822275638580322,4.725626468658447
138,7D2AA6C9DCAB4434A73654D7866D56DA,5.598823070526123,3.4192898273468018,4.054576396942139,4.871201515197754
139,,5.319698810577393,5.525697708129883,1.932050347328186,4.99480676651001
140,,5.641516208648682,5.650684356689453,4.976408004760742,4.932332515716553
141,,5.631078720092773,5.287043571472168,5.780595302581787,4.864461898803711
142,,5.795248508453369,5.01226806640625,5.472864627838135,5.3512043952941895
143,,5.756667613983154,5.801679611206055,6.005213737487793,5.055992603302002
144,,5.466339588165283,5.824868202209473,5.717610836029053,5.356437206268311
145,F251F7AE9AAD4E479822EC46264A15E7,5.646279811859131,5.61427116394043,5.599026203155518,5.298252105712891
146,,5.717293739318848,4.759614944458008,5.6767401695251465,5.239876747131348
147,,5.733603477478027,5.48558235168457,3.0646893978118896,5.339482307434082
148,918C01F6D24B4251AC12A585D5D8A19C,5.4889960289001465,5.661287784576416,5.678823471069336,4.88606595993042
149,8E2474F56D8F426F800DAEB5F192BD1E,5.502296447753906,5.887131690979004,5.767253875732422,5.198909282684326
150,0ED83422D6474D4FB61C995A7C79559B,5.661513805389404,5.761191368103027,4.20227575302124,5.332961082458496
151,,5.660059452056885,5.808334827423096,5.703925132751465,4.74702787399292
152,,5.347551345825195,5.680632591247559,5.602309226989746,5.3834381103515625
153,,5.699965476989746,5.777229309082031,5.475048065185547,5.444710731506348
154,,5.8730058670043945,5.809037685394287,5.35408353805542,5.610931396484375
155,,5.703688144683838,5.754819393157959,5.882762908935547,5.407960414886475
156,,5.770687103271484,5.867784023284912,4.278639316558838,5.67056131362915
157,10DE7B83D33E4443B107AF1F33F735E3,5.7044291496276855,5.737444877624512,1.9435737133026123,4.998929023742676
158,,5.701205253601074,5.75023365020752,2.899587869644165,5.044373512268066
159,,5.588562965393066,5.797625541687012,5.2322306632995605,4.995017528533936
160,,5.813110828399658,5.857926845550537,5.688936233520508,5.408594131469727
161,,5.750851154327393,5.58185338973999,3.8610782623291016,5.152111530303955
162,,5.548664093017578,5.736923694610596,5.927823066711426,4.96199893951416
163,,5.562264442443848,5.651297092437744,5.201736927032471,5.220067977905273
164,,5.806924819946289,4.258052825927734,4.990994930267334,5.203789234161377
165,,5.680729389190674,5.512885093688965,5.719921112060547,5.265306949615479
166,,5.792132377624512,4.806207656860352,5.635257720947266,4.978723049163818
167,30767FCAC4F7400AA58A0BB13DD59708,5.562763690948486,5.680315971374512,4.930995464324951,5.246057987213135
168,,5.659018039703369,5.875199794769287,3.398734331130981,5.50789737701416
169,,5.478891372680664,5.705363750457764,5.82084321975708,5.256796836853027
170,,5.692062377929688,5.874626636505127,5.748359680175781,5.323598861694336
171,,5.7005934715271,5.676285743713379,5.376776218414307,4.947177410125732
172,,5.596169471740723,5.563515186309815,5.736920356750488,5.004849910736084
173,,5.717471122741699,5.651690006256104,5.402863502502441,4.9033684730529785
174,,5.716940879821777,5.903392314910889,5.807656288146973,5.621506214141846
175,,5.723813056945801,5.784596920013428,5.244757652282715,5.490858554840088
176,,5.614829063415527,5.566643714904785,5.7955241203308105,5.245357513427734
177,,5.454168796539307,5.549549579620361,5.504091262817383,5.031270503997803
178,,5.640819072723389,5.870642185211182,3.1815264225006104,5.447261333465576
179,,5.7920427322387695,5.883546352386475,5.718961238861084,5.507551670074463
180,,5.557827472686768,5.319737911224365,5.722002506256104,5.18787145614624
181,,5.6906938552856445,5.583023548126221,5.632658004760742,4.903472900390625
182,,5.548741340637207,4.947334289550781,5.640676975250244,4.580223560333252
183,,5.200570583343506,3.3278253078460693,1.5988925695419312,4.129557132720947
184,,5.696861743927002,4.469296932220459,4.888294219970703,5.042054176330566
185,,5.494696617126465,5.776173114776611,5.79496431350708,5.086383819580078
186,BB5CA56ED90246A8B95B68F16B61934F,5.888068675994873,5.638772010803223,5.616358280181885,5.459764003753662
187,,5.647905826568604,5.754326820373535,5.7480878829956055,5.349483013153076
188,73ED6B66D52647F680D4AE090CABE3C3,5.647706985473633,5.775923252105713,5.877449035644531,5.327988624572754
189,,5.628151893615723,5.724265098571777,5.699834823608398,4.941030979156494
190,,5.1862897872924805,5.941390037536621,5.927665710449219,5.4800543785095215
191,6C9688FB50C64547B0B7FDA17D76C4DB,5.403314590454102,5.689104080200195,3.498044490814209,5.332574367523193
192,B0AB5FCE66DD464DADDF35067B4C1744,5.3138427734375,5.827171325683594,3.5415828227996826,4.691944599151611
193,1FA849B64DB44D6AB82823C005B0AA50,5.699951171875,5.844206809997559,5.764961242675781,5.148130893707275
194,DEEEF33BE66540B386ECE6C0438719EC,5.703977108001709,5.528477668762207,1.4648133516311646,5.633675575256348
195,,5.663782119750977,4.641547203063965,5.597099304199219,5.084849834442139
196,,5.677657604217529,5.63191556930542,5.3722357749938965,5.236763954162598
197,,5.578805923461914,3.5231173038482666,3.2515714168548584,4.90106201171875
198,,5.680099964141846,3.1438729763031006,1.670995593070984,5.179464340209961
199,,5.742965221405029,5.48298454284668,5.8358473777771,5.554558277130127
200,,5.508423805236816,5.3417510986328125,5.076298236846924,5.186113834381104
201,,5.536198616027832,5.780439376831055,5.780366897583008,4.972131252288818
202,,5.809409141540527,4.9576616287231445,5.498965740203857,5.593459606170654
203,,5.324900150299072,5.539420127868652,5.502182483673096,5.005217552185059
204,BC83CAE885124BE085D4ABD92EC5A57E,5.779629707336426,5.706887722015381,5.800870418548584,5.549863815307617
205,,5.700564384460449,5.649105548858643,3.6493194103240967,4.989047527313232
206,,5.69119119644165,5.64769983291626,5.828190803527832,5.360423564910889
207,,5.800238609313965,5.632840633392334,4.684613227844238,5.204247951507568
208,,5.795947074890137,5.730525493621826,4.443207740783691,5.23594856262207
209,,5.693856716156006,5.395565509796143,5.506415843963623,4.610002040863037
210,,5.812709808349609,5.845159530639648,5.891633987426758,5.547371864318848
211,,5.547734260559082,5.735774040222168,5.769236087799072,5.051029205322266
212,,5.398693561553955,5.853135108947754,5.861766815185547,4.787405967712402
213,,5.724695205688477,5.593166351318359,5.293620586395264,5.031822681427002
214,,5.853137016296387,5.697611808776856,5.859062671661377,5.2595696449279785
215,4C3D31F7D4E84BDBB9BC4B1657CE24ED,5.676996231079102,4.873538017272949,5.735916614532471,5.216704368591309
216,,5.895020484924316,5.756251811981201,5.612493991851807,5.393566608428955
217,,5.546353340148926,5.718281269073486,5.767894268035889,4.864330768585205
218,,5.185941696166992,2.028400182723999,2.305260181427002,4.512111663818359
219,,5.794613361358643,5.940333843231201,3.275351047515869,5.30236291885376
220,,5.74354362487793,5.731054782867432,5.842588901519775,5.003571510314941
221,,5.716925621032715,5.428073406219482,2.1909525394439697,4.912132740020752
222,,5.694569110870361,5.805505275726318,5.679834842681885,5.225035190582275
223,42E11D90D1474FD69C5FC6536F3C23C7,5.857945919036865,5.284238338470459,5.704850196838379,5.2220330238342285
224,,5.744700908660889,5.667026042938232,5.022297382354736,5.180440902709961
225,,5.745285987854004,5.819271087646484,5.650886058807373,5.476190567016602
226,,5.752583026885986,5.878813743591309,5.811935424804688,5.285358428955078
227,,5.708989143371582,5.769636154174805,5.832848072052002,5.350241184234619
228,,5.356621742248535,2.1300055980682373,3.8873462677001953,4.68666934967041
229,,5.740724563598633,5.596911430358887,5.76119327545166,5.188565731048584
230,,5.6345415115356445,5.804200649261475,5.792177200317383,4.864553928375244
231,,5.709423542022705,5.709933757781982,5.917493343353272,5.139508247375488
232,,5.630284786224365,5.084405422210693,5.378659725189209,4.621119022369385
233,,5.694063663482666,5.717113971710205,5.689827919006348,5.348447799682617
234,,5.724937438964844,5.032397747039795,5.634912014007568,4.9379096031188965
235,,5.67156457901001,5.565112113952637,5.629589557647705,4.887545108795166
236,3EEEDDC21A094D1D8909C04A8C409F40,5.736644268035889,5.4807868003845215,4.418239593505859,5.174568176269531
237,2BF41C8CCF654B6EBFB591A75F389F0E,5.616898059844971,5.809094429016113,5.5013813972473145,5.224344730377197
238,,5.826316833496094,5.888157844543457,5.8771138191223145,5.634037494659424
239,,5.403590679168701,5.682032585144043,5.694180011749268,4.941091060638428
240,,5.769205093383789,5.798251628875732,5.300021171569824,4.912946701049805
241,,5.487886428833008,5.718096733093262,5.722578048706055,5.169802188873291
242,,5.461461067199707,5.848092555999756,5.667632102966309,5.373777866363525
243,,5.763044357299805,5.272374153137207,3.3946828842163086,4.856215953826904
244,,5.428642749786377,5.528954029083252,5.736186027526856,4.326491355895996
245,81F5E0F9AFFD459E822FB7EBA7FF02BA,5.763214588165283,5.855161190032959,5.592857837677002,5.502086639404297
246,,5.88368034362793,5.8675537109375,5.881191253662109,5.003164291381836
247,EEC1980B00784170AA6D86B1CA8A0D46,5.699915885925293,5.501281261444092,4.574958801269531,5.045984745025635
248,D3834907264F4C91B44D67DC2DB165CF,5.614494323730469,5.779563903808594,3.7752370834350586,5.053688049316406
249,,5.473150253295898,4.202462673187256,5.619114875793457,4.022706031799316
250,,5.716318130493164,5.358707904815674,2.038300037384033,4.814393520355225
251,CCA30462FB85404B8B407791D9E84062,5.7454447746276855,3.8111205101013184,1.7279796600341797,5.158107280731201
252,,5.659029483795166,5.115231990814209,5.4178900718688965,5.084593296051025
253,,5.554468631744385,5.840946197509766,5.898083209991455,5.124644756317139
254,18EBEB4C60934800974837D95731BA1F,5.750179767608643,4.377249240875244,1.374995231628418,5.704980373382568
255,9F739CC6515B4361809595367FBBF73D,5.67903470993042,5.833536148071289,5.268092155456543,5.492292404174805
256,,5.765372276306152,5.914062976837158,5.200287342071533,5.486576080322266
257,,5.733151435852051,5.7082109451293945,5.775561809539795,5.677667140960693
258,CD512E048CD94004891D26B69E2F6668,5.7181830406188965,5.933356761932373,5.556060314178467,5.221850395202637
259,,5.616097450256348,5.8015456199646,2.9247426986694336,5.352921009063721
260,,5.5827226638793945,5.551921367645264,5.485669136047363,5.235928535461426
261,2E5D21D7783C4AF0966C6576042B4692,5.760605812072754,5.699655532836914,5.84480619430542,5.417498588562012
262,,5.547553539276123,5.671322822570801,5.5781989097595215,5.234489917755127
263,,5.8482666015625,5.842702388763428,5.749653339385986,5.506026268005371
264,2BC90C9DF3DD418AB717355BC9C8E792,5.062250137329102,5.64888334274292,5.509744167327881,4.463057994842529
265,E5E9AA5C1D2D45BA9FA1099F5C38162D,5.57528829574585,4.74335527420044,2.8121588230133057,4.566226959228516
266,,5.629956245422363,5.864447116851807,4.97271203994751,4.987531661987305
267,,5.709011554718018,3.225015163421631,2.766467809677124,4.953455448150635
268,6F5EF30ABB79457B904A327D5B67F478,5.848842144012451,5.650778770446777,5.629457473754883,4.981217384338379
269,,5.32473087310791,5.750242233276367,4.772400379180908,4.806565761566162
270,,5.822309494018555,5.393167495727539,5.395782947540283,5.281076908111572
271,,5.7277421951293945,5.634129047393799,5.458095550537109,5.190440654754639
272,,5.419261932373047,5.0919294357299805,5.055278301239014,4.858126163482666
273,C87FD362ACCB492D98E012D1C31B7F73,5.597280025482178,5.781574249267578,5.9014739990234375,4.994225025177002
274,32DEA1F517454177B39C5C885826D967,5.597818851470947,5.7995805740356445,5.666077613830566,5.3814215660095215
275,,5.609717845916748,5.544888019561768,5.772786617279053,5.507647514343262
276,,5.794313430786133,5.738883018493652,5.808172702789307,5.239228248596191
277,,5.609546184539795,5.724265575408936,5.510721206665039,5.186961650848389
278,,5.749517917633057,5.784900188446045,5.9305267333984375,5.09007740020752
279,0F8F309B96464B85B860E8D4F8F32BF8,5.563553333282471,5.45591926574707,4.900112152099609,5.053926944732666
280,,5.862104892730713,5.838258266448975,5.426749229431152,5.556028842926025
281,,5.829578876495361,5.920828342437744,5.925122261047363,5.712741851806641
282,,5.813355922698975,5.95967435836792,5.963950157165527,5.42842435836792
283,,5.841490745544434,5.7010111808776855,3.203684091567993,5.567068099975586
284,,5.583780288696289,5.474804878234863,5.023239135742188,5.287510871887207
285,05A817D5DA014DC4AA233348D99967EA,5.779973983764648,5.863574028015137,5.671194553375244,5.163559913635254
286,2A106A4184A241D79ABFAE1E113AD4FA,5.600633144378662,5.763293743133545,5.710363864898682,4.752821445465088
287,,5.833574771881104,5.693718910217285,4.634531497955322,5.487006187438965
288,,5.89574670791626,5.750537395477295,5.538299560546875,5.603358745574951
289,,5.72665548324585,5.398821830749512,5.881454944610596,5.540177345275879
290,,5.736085891723633,5.897208690643311,5.816648960113525,5.278016567230225
291,,5.798604488372803,5.893227577209473,5.644258499145508,5.382711887359619
292,,5.649215221405029,4.326948642730713,4.934577465057373,4.790870666503906
293,4AB0A44753C54C48B0C3F735CD088259,4.93557596206665,5.55292558670044,5.357244491577148,4.730106830596924
294,,5.704020023345947,5.820578098297119,5.877239227294922,5.616147518157959
295,,5.111082553863525,5.495284080505371,4.60628604888916,4.742969989776611
296,,5.433943748474121,5.878015518188477,5.882160663604736,5.062376976013184
297,673A14EAE89F49948353E7F92E4BDDB2,5.562604427337647,5.905213832855225,5.536893367767334,4.815763473510742
298,,5.651490688323975,5.835011959075928,5.882663726806641,5.464208602905273
299,,1.123117208480835,1.123117208480835,1.123117208480835,1.1993095874786377
300,,5.597573280334473,5.620332717895508,4.767350673675537,5.0523457527160645
301,,5.760433197021484,5.277679920196533,1.8066054582595823,5.462839603424072
302,,5.699606418609619,5.724822998046875,5.609275817871094,5.023797035217285
303,,5.680739402770996,5.890181064605713,5.780359745025635,5.645307540893555
304,,5.822843074798584,5.841674327850342,5.128300666809082,5.357375144958496
305,,5.703887462615967,5.648730278015137,5.903112411499023,4.925299167633057
306,,5.833998203277588,5.440045833587647,1.1814260482788086,5.26462459564209
307,,5.660463333129883,5.672163486480713,5.875215530395508,5.163719177246094
308,CEC894EA06E441F6ABC3DD5A80D6FC4B,5.74481725692749,5.811557769775391,5.897706508636475,5.369160175323486
309,,1.123117208480835,1.123117208480835,1.123117208480835,1.1993095874786377
310,,1.123117208480835,1.123117208480835,1.123117208480835,1.1993095874786377
311,98D94B38C6634E36BFF9FD4BCD40BB0B,5.825173854827881,5.132787227630615,5.663736820220947,5.214451789855957
312,,5.540560722351074,5.436945915222168,5.728488922119141,4.942605972290039
313,,5.725244045257568,5.806124210357666,5.524094104766846,5.170736789703369
314,B424F30D3DF94AC6A8318D6C7019D283,5.457005023956299,5.078631401062012,5.539015293121338,4.847604274749756
315,8E1435916D7244DF8553E028E58C1F9B,5.571372032165527,5.476252555847168,5.470710277557373,5.308670997619629
316,,5.570464134216309,3.5763676166534424,2.394447565078736,4.495989799499512
317,B32D065D50FB4A41BEFB66CEFB5EF832,5.615766525268555,5.911443710327148,3.8667616844177246,5.575984954833984
318,,5.629497051239014,5.740307331085205,4.816149711608887,5.336091041564941
319,,5.359121799468994,5.58632755279541,5.577152252197266,4.26918363571167
320,,5.317347526550293,5.724881649017334,5.487278938293457,4.999723434448242
321,4FFEF32FA4B54BC992D33735D42C148B,5.566412925720215,5.6908063888549805,5.855762958526611,5.272270202636719
322,,5.898688316345215,5.5024895668029785,5.45761251449585,5.182368278503418
323,,5.804006576538086,5.748830318450928,4.194723129272461,5.677737712860107
324,,5.469631195068359,5.504317283630371,1.778201460838318,4.449278831481934
325,,1.123117208480835,1.123117208480835,1.123117208480835,1.1993095874786377
326,,5.478623867034912,5.666761875152588,5.545388221740723,5.293702125549316
327,8ABA35BE4FF24A6DAE895F3CDFE22BDA,5.841360569000244,5.724495887756348,5.680119037628174,5.745873928070068
328,,5.601287364959717,3.134739875793457,5.229696750640869,5.20033073425293
329,,5.749407768249512,5.710462093353272,5.549784660339356,5.418733596801758
330,,5.748945236206055,5.609109878540039,5.597434043884277,4.789345264434815
331,3E989D35F5554D25BB0DC7E166E453BA,5.741239547729492,5.347395896911621,5.835888385772705,4.768350601196289
332,,5.668874740600586,5.841670036315918,5.885335922241211,5.253844738006592
333,,5.5075273513793945,5.660880565643311,5.915347576141357,4.949547290802002
334,,5.6133527755737305,5.6598310470581055,5.9105377197265625,4.977532863616943
335,,5.122178554534912,4.356363773345947,5.859494209289551,4.410635471343994
336,B42FB369B5104E7EAB4BB0866A6F8EBE,5.32453203201294,5.644705295562744,5.61205005645752,5.018800735473633
337,,5.17655611038208,5.565882682800293,2.032646894454956,5.154372692108154
338,,5.744080543518066,5.937511444091797,5.944962024688721,5.27648401260376
