participantId,row_idx,ic_ev,ic_greedy,ic_p_1,ic_p_2,ic_p_3,ic_p_4,ic_p_5,ic_p_6,ic_p_7
0020b95cd8__S173965737,10,3.6927273273468018,4,7.772804565320257e-06,0.0217665806412696,0.340486615896225,0.5613675117492676,0.0759728327393531,0.0003986688388977,2.984109315207206e-08
0020b95cd8__S173967300,11,3.883690357208252,4,1.1905121937161312e-06,0.0003300960524939,0.2195606231689453,0.6762943267822266,0.1037130951881408,0.0001006736056297,4.616116910938217e-08
0029bb3f4f__S173963459,12,4.241644382476807,4,9.647070555729442e-07,0.0001345006603514,0.0741665959358215,0.6209893226623535,0.2933346033096313,0.0113738160580396,2.0221357033278767e-07
0029bb3f4f__S173963738,13,4.000596046447754,4,9.68289896263741e-07,0.0003447350754868,0.1677577495574951,0.6634947657585144,0.1677577495574951,0.0006440498982556,2.8340208402255485e-08
003030d5aa__S173966921,14,3.5208280086517334,4,3.8047069210733753e-06,0.0199052523821592,0.4530414640903473,0.513363242149353,0.0136806666851043,5.535815944313072e-06,1.2109548030991846e-08
003030d5aa__S173968744,15,3.6825644969940186,4,1.8309248162040603e-06,0.0037511626724153,0.3376689255237579,0.6308485865592957,0.0277175530791282,1.1939128853555305e-05,1.5353236904047662e-08
003030d5aa__S173970681,16,3.5367114543914795,4,5.882086043129675e-06,0.015473922714591,0.4522143006324768,0.51242595911026,0.0198689103126525,1.0989183465426322e-05,2.4038744328436223e-08
003503a174__S173960625,17,3.981314659118652,4,8.189952040993376e-07,7.84783624112606e-05,0.1711546629667282,0.6769298315048218,0.1510434746742248,0.0007926032994873,6.936124208323237e-08
003503a174__S173965370,18,2.3992373943328857,2,0.0065363477915525,0.5883832573890686,0.4043895006179809,0.0006889259093441,1.8178122900280869e-06,1.9159601549745278e-07,1.1871481575553844e-08
003503a174__S173966796,19,2.065711259841919,2,0.2270824760198593,0.4807336032390594,0.2915796637535095,0.0005991838988848,4.297650775697548e-06,6.799870675422426e-07,4.0836400927446455e-08
005149f53c__S173964380,20,2.406663179397583,3,0.0934965908527374,0.4190226793289184,0.4748148918151855,0.0126533880829811,1.1538396393007131e-05,8.358386480722402e-07,3.4499180401326164e-08
005149f53c__S173968328,21,2.6082496643066406,3,0.003915833774954,0.3994258940219879,0.5811612606048584,0.01548742223531,9.11830193217611e-06,4.832522790820803e-07,2.123262277109461e-08
005149f53c__S173968414,22,2.2790493965148926,2,0.1113620474934578,0.4990900754928589,0.3886917233467102,0.0008502597920596,4.749511845147936e-06,1.0597593700367725e-06,7.920561273522253e-08
005170c057__S173964057,23,2.790625095367432,3,5.405461342888884e-05,0.2202447801828384,0.7687298059463501,0.0109653417021036,5.697314009012189e-06,3.21420458249122e-07,1.9302797582554376e-08
005170c057__S173966609,24,2.4458932876586914,2,0.0178144257515668,0.5206138491630554,0.4594401121139526,0.002127629937604,3.624672444857424e-06,3.371470711499569e-07,1.9624311065058464e-08
005170c057__S173969403,25,2.279277801513672,2,0.0931922942399978,0.5362846851348877,0.3685827255249023,0.0019341446459293,5.432613761513494e-06,6.488332360277127e-07,3.4386903990935025e-08
00518298c6__S173963874,26,3.491964340209961,4,5.4997685765556525e-06,0.0326045118272304,0.4500914216041565,0.51002037525177,0.0072750500403344,3.1336737720266683e-06,1.3632563522492092e-08
00518298c6__S173967485,27,4.000246524810791,4,5.60113051051303e-07,0.0002259657339891,0.1411930322647094,0.7170374393463135,0.1411930322647094,0.0003499825834296,2.8771594884347e-08
00518298c6__S173970748,28,4.728941440582275,5,7.59312115405919e-07,1.1877638826263135e-05,0.0069720009341835,0.380658358335495,0.4887750148773193,0.1235816776752471,3.369426906374429e-07
0057da435b__S173965746,29,2.863826274871826,3,1.908994818222709e-05,0.1752838641405105,0.7855677008628845,0.0391111113131046,1.7933347407961264e-05,3.4964457995556586e-07,1.0558352414591354e-08
0057da435b__S173965945,30,2.1368420124053955,2,0.1572430729866027,0.5488322377204895,0.2937687337398529,0.0001526347914477,2.6262266601406736e-06,6.640140668423555e-07,5.80209054135139e-08
0057da435b__S173970681,31,3.226217269897461,3,3.431352524785325e-05,0.074834905564785,0.6265849471092224,0.2959778010845184,0.0025607096031308,7.192506018327549e-06,4.276820675386261e-08
00596a2ff0__S173962424,32,2.5708961486816406,3,0.0008925822330638,0.4343554973602295,0.5577234625816345,0.0070207025855779,7.254475349327549e-06,4.936732693749946e-07,1.9749414548186905e-08
00596a2ff0__S173962495,33,1.4231271743774414,1,0.6219884753227234,0.3329264521598816,0.0450566969811916,2.6527362933848053e-05,1.2800855984096415e-06,4.5642852342098205e-07,7.450991290625097e-08
00596a2ff0__S173967069,34,2.7380459308624268,3,3.5133158235112205e-05,0.2674386203289032,0.7269734740257263,0.0055505107156932,2.1099101559229894e-06,1.2670993498886673e-07,6.92855062212061e-09
00596a2ff0__S173970680,35,2.4932174682617188,3,0.0515488721430301,0.4316134452819824,0.4890820980072021,0.0275921262800693,0.000154128356371,9.256125849788075e-06,1.165174339234909e-07
005d1f8c6e__S173963307,36,3.541776180267334,4,9.04060470929835e-06,0.0174000095576047,0.4487521350383758,0.5085027813911438,0.0253168623894453,1.913895903271623e-05,2.240941832098997e-08
005d1f8c6e__S173963348,37,3.5041310787200928,4,1.019195497065084e-05,0.0323412418365478,0.4464571177959442,0.5059021711349487,0.0152769228443503,1.2293843610677868e-05,2.3732702914003312e-08
005d1f8c6e__S173965831,38,3.559265375137329,4,1.3017814126214944e-05,0.0235367603600025,0.4171990752220154,0.5356941819190979,0.0235367603600025,2.016238431679085e-05,3.5439395418279673e-08
00643db84e__S173962343,39,3.436198472976685,3,9.11022198124556e-06,0.0289086773991584,0.5124185085296631,0.4522077739238739,0.0064503974281251,5.525628694158513e-06,2.480145333549899e-08
00643db84e__S173963217,40,3.957384586334229,4,1.4045688203623286e-06,0.0008776346221566,0.1895163059234619,0.6614769101142883,0.1475954502820968,0.0005323123186826,3.0076243717758195e-08
00643db84e__S173967984,41,4.22222375869751,4,8.49117668622057e-07,8.661235915496945e-05,0.0613249763846397,0.6593056321144104,0.2748394608497619,0.0044423663057386,7.89802498957215e-08
0075042973__S173965544,42,4.00462007522583,4,4.451085260370746e-06,0.0035711675882339,0.1949791610240936,0.6005780696868896,0.1949791610240936,0.0058878604322671,1.3027573686485996e-07
0075042973__S173967023,43,3.0015225410461426,3,0.0002776445762719,0.1965833455324173,0.6055193543434143,0.1965833455324173,0.0010315747931599,4.77713865620899e-06,3.5351721550114235e-08
0075042973__S173967206,44,4.078842639923096,4,6.861314432171639e-07,0.0001018309339997,0.1188733428716659,0.6840689182281494,0.195989042520523,0.0009661450749263,4.8173991018529705e-08
007b66a2db__S173962460,45,3.622298240661621,4,5.361962394090369e-06,0.0132510233670473,0.3872516751289367,0.5634478330612183,0.0360200144350528,2.4030647182371467e-05,1.8743280705280085e-08
007b66a2db__S173965164,46,3.563788890838623,4,1.2977026926819237e-05,0.0234630163758993,0.4158918857574463,0.5340157747268677,0.0265870783478021,2.92441818601219e-05,4.13030321055885e-08
007b66a2db__S173965276,47,3.818792343139648,4,6.806129476899514e-06,0.0095837442204356,0.2800780534744262,0.5929252505302429,0.1167538985610008,0.0006521819741465,4.88170144308242e-08
007e723f08__S173965414,48,2.7940683364868164,3,0.0008180562872439,0.2736023664474487,0.6563379168510437,0.069177508354187,6.308172305580229e-05,1.0196212087976164e-06,2.9842585291817165e-08
007e723f08__S173967316,49,3.7458693981170654,4,1.5450181081178016e-06,0.0018035924294963,0.3033176064491272,0.6421233415603638,0.0527086928486824,4.515205000643618e-05,1.944890648530873e-08
0095faf3ad__S173960914,50,3.0324742794036865,3,2.310506533831358e-05,0.1135560572147369,0.7404784560203552,0.1458088457584381,0.0001329604565398,6.157291068120685e-07,9.952334067975244e-09
0095faf3ad__S173964776,51,4.000038146972656,4,9.473128557146991e-07,0.0003168327675666,0.1541797071695327,0.6909855008125305,0.1541797071695327,0.0003372667415533,3.450586660846966e-08
0095faf3ad__S173965698,52,3.2534995079040527,3,1.661760688875802e-05,0.0527312085032463,0.6423976421356201,0.3034471571445465,0.0014052391052246,2.1126916180946864e-06,2.274779120625681e-08
009984c3ef__S173961437,53,2.799800395965576,3,0.0001677136751823,0.2361584454774856,0.7274192571640015,0.0362160690128803,3.7421981687657535e-05,1.0615799510560464e-06,2.4197843728757107e-08
009984c3ef__S173963604,54,2.5334362983703613,3,0.0009019413846544,0.4672171771526336,0.5294263958930969,0.0024517308920621,2.5333677058370085e-06,2.0795147293029006e-07,1.0034757025323417e-08
009984c3ef__S173966940,55,1.826273322105408,2,0.3746806383132934,0.424568772315979,0.2005521059036255,0.0001946745760506,3.146621565974783e-06,6.805046268709702e-07,4.92955862796407e-08
00b13588a1__S173962248,56,3.06416130065918,3,8.510466614097822e-06,0.0734086260199546,0.7892171740531921,0.1371453702449798,0.0002194878325099,8.426503086411685e-07,1.5923594887112813e-08
00b13588a1__S173963812,57,3.5000009536743164,3,1.9617002635641256e-06,0.0054934490472078,0.4945044815540313,0.4945044815540313,0.0054934490472078,2.2228973648452666e-06,1.3217831273948376e-08
00db34c534__S173962225,58,3.1409027576446533,3,5.2423209126573056e-05,0.1217042803764343,0.618065357208252,0.2576479613780975,0.0025258918758481,4.042443833895959e-06,1.9314473576059757e-08
00db34c534__S173962966,59,2.818638801574707,3,0.0002308207185706,0.2868289351463318,0.6072168350219727,0.1055184602737426,0.0002036985679296,1.211235939990729e-06,1.4323428665363735e-08
00db34c534__S173969264,60,3.6465909481048575,4,2.539178467486636e-06,0.0075691845268011,0.3647037446498871,0.6012948155403137,0.0264190509915351,1.0690341696317772e-05,1.3747348148740457e-08
00ec693f85__S173965814,61,2.088817596435547,2,0.1932138204574585,0.5252095460891724,0.2811244130134582,0.000449912273325,1.957273752850597e-06,3.096857028594968e-07,2.1074376022056643e-08
00ec693f85__S173969675,62,2.2458972930908203,2,0.1166016235947609,0.5225722193717957,0.3591582775115967,0.001663232804276,4.122741756873438e-06,4.923912797494268e-07,3.0509063719819096e-08
0101953fb5__S173965139,63,1.7194831371307373,1,0.4442975521087646,0.3920912146568298,0.1634479612112045,0.0001586578146088,3.7312740914785536e-06,8.589880167164665e-07,1.0259149973990135e-07
010b69f03e__S173961424,64,2.681976556777954,3,0.0069596953690052,0.3353368937969208,0.6264917254447937,0.031191186979413,1.954834988282528e-05,8.588945661358593e-07,3.7737194702458516e-08
010b69f03e__S173961522,65,3.4498491287231445,3,3.2035309232014697e-06,0.0157446134835481,0.5213899612426758,0.4601250290870666,0.0027360036037862,1.107110620068852e-06,1.119826453788164e-08
010b69f03e__S173961597,66,3.3612923622131348,3,1.965984483831562e-05,0.0623848810791969,0.5223422050476074,0.4068005383014679,0.0084428749978542,9.885590770863928e-06,2.955738231946725e-08
01168972c9__S173966760,67,3.7149875164031982,4,1.5790440102136929e-06,0.0028549786657094,0.3299906551837921,0.6165037155151367,0.0506057068705558,4.335055928095244e-05,2.803138876572575e-08
01168972c9__S173967507,68,3.4898834228515625,3,1.950988234966644e-06,0.0115661267191171,0.4918042123317718,0.4918042123317718,0.0048214788548648,2.076815917462227e-06,8.487472946683283e-09
01168972c9__S173969345,69,2.7550711631774902,3,0.0001772970281308,0.2828936874866485,0.6786267161369324,0.0382855013012886,1.6491192582179792e-05,3.317334460462007e-07,8.435566023479169e-09
011c3212ed__S173962152,70,2.4604225158691406,2,0.0066365450620651,0.5272060632705688,0.4652577042579651,0.00089815875981,1.3503268974091045e-06,1.8854787242617027e-07,9.992672467262764e-09
011c3212ed__S173969628,71,2.883653163909912,3,4.789379090652801e-05,0.1722127497196197,0.7718039751052856,0.0559092946350574,2.563569796620868e-05,4.143624892094522e-07,1.2512662017627464e-08
011c8c76d2__S173964033,72,2.3101282119750977,3,0.1606989949941635,0.3854968249797821,0.4368251264095306,0.0169375482946634,3.944030322600156e-05,2.0902596133964835e-06,4.075357296073889e-08
011c8c76d2__S173964651,73,3.3213703632354736,3,1.4257198927225543e-05,0.065825454890728,0.5511497855186462,0.3787993490695953,0.0042080804705619,2.9884711238992168e-06,1.2600887444591537e-08
011c8c76d2__S173965005,74,3.064793348312378,3,1.680261811998207e-05,0.0996116697788238,0.7360362410545349,0.1642318964004516,0.0001029285122058,3.712181637638423e-07,8.201276990860151e-09
01261eefdb__S173960966,75,3.274940729141236,3,1.9125336621073075e-05,0.0570118203759193,0.6129348278045654,0.3280803859233856,0.0019508373225107,2.9329653443710413e-06,2.459441006408269e-08
01261eefdb__S173969753,76,1.936375379562378,2,0.2916274666786194,0.4808124005794525,0.2271196991205215,0.000438444170868,1.6832601659189097e-06,2.747846679085342e-07,1.9905334269765266e-08
01261eefdb__S173969884,77,1.679115891456604,1,0.4753719866275787,0.3702200651168823,0.1543306857347488,7.532806921517476e-05,1.6130114772749948e-06,3.3810556487878785e-07,2.8190447309839328e-08
0126d72997__S173960419,78,2.922917366027832,3,3.749679308384657e-05,0.1961736232042312,0.6847132444381714,0.1189853101968765,8.995013195089996e-05,3.676056223866908e-07,7.167168636357246e-09
0126d72997__S173962199,79,3.328000545501709,3,4.7138410081970505e-06,0.0381966494023799,0.5974961519241333,0.3623997271060943,0.0019016993464902,1.1196353852938046e-06,9.388715582758778e-09
0126d72997__S173969954,80,2.891416549682617,3,5.176623380975798e-05,0.1861369609832763,0.7361859679222107,0.0775934308767318,3.1397805287269875e-05,3.952400504658727e-07,9.009173851382002e-09
012f7154c3__S173963308,81,3.8303394317626953,4,1.4374610373124597e-06,0.0012276761699467,0.2651042342185974,0.6359519958496094,0.0975264012813568,0.0001882702490547,2.7163759241943808e-08
012f7154c3__S173963614,82,3.509866952896118,4,8.48169656819664e-06,0.0286500547081232,0.4481622278690338,0.5078343152999878,0.0153352683410048,9.611021596356297e-06,2.1691400675649678e-08
012f7154c3__S173966974,83,3.1786417961120605,3,9.395545021106956e-06,0.0715202316641807,0.6785650849342346,0.2496301680803299,0.0002745780802797,5.300603902469447e-07,8.56762838452596e-09
0130f5dd49__S173961811,84,2.7976861000061035,3,0.0036434542853385,0.2894354462623596,0.6127347946166992,0.09396593272686,0.0002188064390793,1.5693907471359123e-06,1.9147895713445e-08
0130f5dd49__S173968236,85,1.1945875883102417,1,0.8305580615997314,0.1443293392658233,0.0250806808471679,3.1260431569535285e-05,5.378654464038846e-07,1.5410103060276017e-07,1.5742411818564506e-08
0130f5dd49__S173970760,86,2.739572048187256,3,0.0004042994987685,0.286260038614273,0.6867021322250366,0.026626331731677,6.95635662850691e-06,2.167319337331719e-07,1.0790447646513712e-08
013593b138__S173963485,87,4.102924346923828,4,9.72273596744344e-07,0.0002532512298785,0.1157724410295486,0.666224479675293,0.2162914127111435,0.0014573601074516,4.407475628909197e-08
013593b138__S173964144,88,2.811668634414673,3,0.0001228938635904,0.2517825961112976,0.6844159960746765,0.0636605992913246,1.770454218785744e-05,2.773628295926756e-07,8.375631743717804e-09
013593b138__S173965592,89,3.338688373565674,3,8.254619388026185e-06,0.0520923286676406,0.5600453019142151,0.3849131464958191,0.0029388482216745,2.0870945718343137e-06,1.6962893312211236e-08
014276af33__S173960988,90,2.688857316970825,3,0.0001288297353312,0.3183770775794983,0.6740042567253113,0.0074875117279589,2.2166382223076653e-06,9.73922880120881e-08,5.494496413405159e-09
014276af33__S173961092,91,3.0741565227508545,3,0.0003004772297572,0.1556510478258133,0.6156118512153625,0.2264709770679474,0.0019593576434999,6.23620553596993e-06,3.171777507304796e-08
014276af33__S173970241,92,1.5037107467651367,1,0.5740715861320496,0.3481920063495636,0.0776921361684799,4.29703104600776e-05,1.0757405561889757e-06,2.053086660680492e-07,2.957752087695553e-08
0155f23d7a__S173963001,93,2.136606216430664,2,0.1219992786645889,0.6195635199546814,0.2582724988460541,0.0001618662499822,2.1690093490178697e-06,6.21431524905347e-07,5.101020761344444e-08
0155f23d7a__S173963822,94,2.469691753387451,2,0.0003325107973068,0.530551552772522,0.4682100713253021,0.0009038581629283,1.8573902025309508e-06,1.839065362219117e-07,9.446814885905042e-09
0155f23d7a__S173966317,95,2.29098916053772,2,0.083271786570549,0.5430002212524414,0.3731982409954071,0.0005270866677165,2.1540827219723724e-06,4.80640835576196e-07,4.070578896175903e-08
0157c52647__S173960550,96,3.5746023654937744,4,1.1366157195880078e-05,0.0232867617160081,0.4127677083015442,0.5300042033195496,0.0338820368051528,4.78533111163415e-05,3.398419679001563e-08
0157c52647__S173962510,97,3.2019853591918945,3,2.7835241780849174e-05,0.0940237715840339,0.6131119728088379,0.2896136045455932,0.0032173164654523,5.4810839174024295e-06,2.039537427833693e-08
0157c52647__S173964406,98,3.2874677181243896,3,2.7456038878881373e-05,0.0927428603172302,0.5336983799934387,0.3668051660060882,0.006718270946294,7.866286068747286e-06,2.4266370246550654e-08
016a29736e__S173961361,99,3.733040571212769,4,1.1596303920669015e-05,0.0237582810223102,0.327972948551178,0.5407359600067139,0.106477215886116,0.0010438660392537,5.5406211174613424e-08
016a29736e__S173968117,100,3.6622369289398193,4,8.970859198598191e-06,0.0208264999091625,0.3691585659980774,0.5371224880218506,0.0726916268467903,0.0001918054185807,4.562641464644913e-08
016a29736e__S173969449,101,3.487490177154541,3,5.543701263377443e-06,0.0212192144244909,0.4829470813274383,0.4829470813274383,0.0128701031208038,1.1024966624972876e-05,1.4627707933811962e-08
016a5de9db__S173961515,102,4.061657905578613,4,6.461795237555634e-06,0.001086706877686,0.1716833710670471,0.599233865737915,0.2204458266496658,0.0075432411395013,5.304164574226888e-07
016a5de9db__S173965592,103,3.955135822296143,4,1.5224247817968717e-06,0.0007886356324888,0.2054184377193451,0.6327333450317383,0.1599800437688827,0.0010779371950775,6.483267611656629e-08
016a5de9db__S173968825,104,3.0205440521240234,3,6.509546074084938e-05,0.1511238366365432,0.6772900223731995,0.171245738863945,0.0002740621275734,1.2691594974967302e-06,2.1837095687260444e-08
016a5de9db__S173970188,105,3.744262456893921,4,6.004173883411568e-06,0.0095802117139101,0.317253053188324,0.5927066802978516,0.0802141278982162,0.000239835891989,6.46481979060809e-08
01757c01dc__S173964210,106,4.209900379180908,4,6.568552635144442e-07,6.700105586787686e-05,0.069023922085762,0.6548807621002197,0.2729949057102203,0.0030326996929943,7.3697123070815e-08
01757c01dc__S173965945,107,3.8582844734191895,4,1.0569298183327192e-06,0.000847989518661,0.2074962109327316,0.7242329120635986,0.0673641487956047,5.770640927948989e-05,2.5645640278071372e-08
01757c01dc__S173967399,108,3.683304071426392,4,1.5185618167379289e-06,0.0033118550200015,0.3378184139728546,0.6311278343200684,0.0277298223227262,1.0540908078837674e-05,1.442941766072181e-08
017b6ce41e__S173967444,109,4.232259750366211,4,1.169821189250797e-06,0.0001532163441879,0.0745593607425689,0.6242778897285461,0.2948880195617676,0.0061202053911983,1.5831808752864165e-07
017b6ce41e__S173968029,110,3.693553924560547,4,2.6223310669593047e-06,0.0068985307589173,0.3323898315429687,0.6209859251976013,0.0396982990205287,2.4879982447600923e-05,1.7125506346360453e-08
017b6ce41e__S173969478,111,3.8575055599212646,4,8.374908020414296e-07,0.0002981673751492,0.2247299998998642,0.6922171711921692,0.0826735496520996,8.025066199479625e-05,2.5290029626034997e-08
017e321fbf__S173964292,112,3.599616050720215,4,3.293088184364024e-06,0.0152041828259825,0.3921210467815399,0.5705327391624451,0.0221219547092914,1.67236830748152e-05,2.2188654469346147e-08
017e321fbf__S173967750,113,4.248208999633789,4,8.610576287537697e-07,9.349482570542024e-05,0.0661980360746383,0.6280695199966431,0.2966790497303009,0.0089589301496744,9.967465075533256e-08
017e321fbf__S173970942,114,4.146215915679932,4,1.017899649013998e-06,0.0002064877917291,0.1004827469587326,0.6552297472953796,0.241045594215393,0.0030343160033226,5.394669955194331e-08
0195e3c1f9__S173960898,115,3.614950895309448,4,1.380456978949951e-06,0.0022026458755135,0.4197500050067901,0.5389696955680847,0.0390428341925144,3.344540891703218e-05,2.375207586169381e-08
0195e3c1f9__S173964558,116,2.706610918045044,3,0.0077227954752743,0.3283816277980804,0.6134976148605347,0.0503589510917663,3.807018947554752e-05,9.53068706621707e-07,1.9780308946337758e-08
0195e3c1f9__S173967096,117,3.314643144607544,3,7.684266165597364e-06,0.0484930053353309,0.5907657742500305,0.3583175539970398,0.002414324786514,1.7145916899607982e-06,9.282957513789825e-09
019b24339e__S173966799,118,2.414634943008423,2,0.0166843868792057,0.5525110363960266,0.4302960038185119,0.0005038248491473,4.094844371138606e-06,6.684649633825757e-07,6.217692316567991e-08
019b24339e__S173967210,119,1.935749053955078,2,0.2917161583900451,0.4809586107730865,0.2271887809038162,0.0001337585708824,2.1620060124405427e-06,5.135214564688795e-07,4.6295362210457824e-08
019b24339e__S173968320,120,2.2292866706848145,2,0.1090540066361427,0.5538219809532166,0.3359100222587585,0.0012114807032048,2.197012690885458e-06,3.067716818350164e-07,1.6258304924576805e-08
01a1e1f763__S173965005,121,2.5826237201690674,3,0.0022540239151567,0.4295409321784973,0.5515414476394653,0.01665510982275,8.129279194690753e-06,3.802114463269391e-07,1.7782726402515436e-08
01a1e1f763__S173967739,122,3.3945837020874023,3,7.029523203527788e-06,0.0345484800636768,0.5404291749000549,0.4208866655826568,0.0041262274608016,2.429338110232493e-06,1.6368749911066516e-08
01a1e1f763__S173969623,123,3.651509761810303,4,2.3924631022964604e-06,0.004604656714946,0.3657931983470917,0.6030910611152649,0.0264979712665081,1.0722276783781126e-05,1.6632002441951954e-08
01a1e1f763__S173970074,124,3.2464346885681152,3,1.7475211279815994e-05,0.080683022737503,0.5961713790893555,0.3191075623035431,0.0040169712156057,3.663003553810995e-06,1.2410446892374694e-08
01a24c2840__S173968526,125,2.2193775177001958,2,0.1540427058935165,0.474484920501709,0.3695292472839355,0.001939111505635,3.5165667213732377e-06,4.759155558531347e-07,2.858095271562888e-08
01a24c2840__S173969395,126,2.6840837001800537,3,0.0003099917084909,0.3399471938610077,0.6351048946380615,0.024625688791275,1.201968188979663e-05,2.826758134233387e-07,7.772181120913046e-09
01c927013a__S173960531,127,3.794464349746704,4,1.2301626384214617e-06,0.0005986315663903,0.2736612558364868,0.6564792394638062,0.0691924020648002,6.716459756717086e-05,4.079875992601956e-08
01c927013a__S173966305,128,4.188925743103027,4,1.361881345474103e-06,0.000138915667776,0.0868004485964775,0.6413733959197998,0.2673642039299011,0.004321539774537,1.348445124449427e-07
01c927013a__S173970521,129,4.0701398849487305,4,2.253783122796449e-06,0.0005870501045137,0.1436464339494705,0.6437786221504211,0.2090043127536773,0.0029812867287546,6.006128216995421e-08
01d2fee07d__S173960683,130,2.873007297515869,3,0.0007128880824893,0.238428458571434,0.6481156945228577,0.1126256063580513,0.0001163757842732,1.0068479241454042e-06,1.5773474970615098e-08
01d2fee07d__S173965266,131,3.218456268310547,3,4.824372808798216e-06,0.0222741197794675,0.737617552280426,0.2394693493843078,0.0006318681407719,2.278872443639557e-06,2.6119600704532786e-08
01d2fee07d__S173966095,132,2.640509366989136,3,0.0062726042233407,0.3880722522735595,0.5646417737007141,0.0409025140106678,0.0001079260982805,2.876133294194005e-06,5.105748002165456e-08
01da181f2d__S173963817,133,3.19966983795166,3,4.316608828958124e-05,0.0941415876150131,0.6138802766799927,0.2899765074253082,0.001953846309334,4.549672212306177e-06,5.0542290352950665e-08
01da181f2d__S173965643,134,2.684921264648437,3,0.0027347956784069,0.3581875264644623,0.5905513763427734,0.048475407063961,5.008952211937867e-05,8.61837918364472e-07,2.2967201473989007e-08
01da181f2d__S173970772,135,2.504657506942749,3,0.0511535368859767,0.4283033311367035,0.4853312373161316,0.0351572781801223,5.285683073452674e-05,1.6990800304483855e-06,4.6716255752699e-08
01de31238f__S173960939,136,2.919482707977295,3,1.7696705981506966e-05,0.1526462435722351,0.7752016186714172,0.0721049830317497,2.9176932002883404e-05,2.687102664822305e-07,5.576903827630986e-09
01de31238f__S173965593,137,3.349567651748657,3,2.4166793082258664e-06,0.0208455193787813,0.6091954112052917,0.369495689868927,0.000460537528852,4.199558816253557e-07,5.454274365490619e-09
01de31238f__S173970811,138,2.9538559913635254,3,8.700250327819958e-05,0.1477736234664917,0.7504564523696899,0.1015632301568985,0.0001189183167298,8.012653438527195e-07,1.2552779260488478e-08
01e181d061__S173961048,139,2.9806506633758545,3,0.0001007972532534,0.171204000711441,0.6771249771118164,0.151087000966072,0.0004808767989743,2.370524271100294e-06,2.3977511531825257e-08
01e181d061__S173961630,140,3.9224138259887695,4,3.3764813451853115e-06,0.0021097699645906,0.2438562512397766,0.5849807262420654,0.1675997972488403,0.0014500223333016,4.816292076270656e-08
01e181d061__S173965132,141,4.1090192794799805,4,7.042812057989067e-07,9.819177648751064e-05,0.0950275808572769,0.7021641135215759,0.2011733949184417,0.0015359778190031,5.430833383002209e-08
01e181d061__S173969553,142,3.542750597000122,4,2.8236784146429272e-06,0.0057850973680615,0.4595671892166137,0.5207578539848328,0.0138777261599898,9.258485988539178e-06,1.902579427337514e-08
01ed1f5df1__S173961061,143,3.572093725204468,4,2.6478023755771574e-06,0.0042248116806149,0.4309425055980682,0.5533411502838135,0.0114842290058732,4.647037712857127e-06,2.5159494043691666e-08
01ed1f5df1__S173961643,144,3.981203556060791,4,1.1191326620973996e-06,0.0002416653296677,0.1711086332798004,0.676747739315033,0.1510028392076492,0.0008978956611827,8.629823611272515e-08
01ed1f5df1__S173968328,145,3.9816155433654794,4,1.0271133987771464e-06,0.000267535506282,0.1570394486188888,0.7038019895553589,0.1385868191719055,0.0003031574597116,4.3739763810890515e-08
01ef3f2e1b__S173960220,146,4.614654541015625,5,9.635855349188205e-07,2.0602363292709924e-05,0.0165295656770467,0.4263030886650085,0.4830647110939026,0.0740803778171539,7.504411314585013e-07
