participantId,IC_openai_initial,IC_openai
0155f23d7a__S173966317,2.0,2.0
0157c52647__S173960550,3.0,3.0
0157c52647__S173962510,2.0,2.0
0157c52647__S173964406,3.0,3.0
016a29736e__S173961361,4.0,4.0
016a29736e__S173968117,2.0,2.0
016a29736e__S173969449,4.0,4.0
016a5de9db__S173961515,3.0,3.0
016a5de9db__S173965592,3.0,3.0
016a5de9db__S173968825,2.0,2.0
016a5de9db__S173970188,2.1,2.1
01757c01dc__S173964210,4.0,4.0
01757c01dc__S173965945,2.2,2.2
01757c01dc__S173967399,3.9,3.9
017b6ce41e__S173967444,3.2,3.2
017b6ce41e__S173968029,4.0,4.0
017b6ce41e__S173969478,4.2,4.2
017e321fbf__S173964292,4.0,4.0
017e321fbf__S173967750,5.0,5.0
017e321fbf__S173970942,4.3,4.3
0195e3c1f9__S173960898,3.0,3.0
0195e3c1f9__S173964558,2.1,2.1
0195e3c1f9__S173967096,3.0,3.0
019b24339e__S173966799,2.0,2.0
019b24339e__S173967210,2.0,2.0
019b24339e__S173968320,2.0,2.0
01a1e1f763__S173965005,2.0,2.0
01a1e1f763__S173967739,3.0,3.0
01a1e1f763__S173969623,4.0,4.0
01a1e1f763__S173970074,3.0,3.0
01a24c2840__S173968526,2.0,2.0
01a24c2840__S173969395,2.6,2.6
01c927013a__S173960531,3.0,3.0
01c927013a__S173966305,3.0,3.0
01c927013a__S173970521,3.0,3.0
01d2fee07d__S173960683,2.0,2.0
01d2fee07d__S173965266,3.0,3.0
01d2fee07d__S173966095,2.0,2.0
01da181f2d__S173963817,2.0,2.0
01da181f2d__S173965643,2.0,2.0
01da181f2d__S173970772,2.0,2.0
01de31238f__S173960939,3.0,3.0
01de31238f__S173965593,3.0,3.0
01de31238f__S173970811,2.0,2.0
01e181d061__S173961048,2.0,2.0
01e181d061__S173961630,3.0,3.0
01e181d061__S173965132,4.0,4.0
01e181d061__S173969553,3.0,3.0
01ed1f5df1__S173961061,3.0,3.0
01ed1f5df1__S173961643,3.0,3.0
01ed1f5df1__S173968328,4.0,4.0
01ef3f2e1b__S173960220,3.0,3.0
01ef3f2e1b__S173962941,2.0,2.0
01ef3f2e1b__S173965805,2.0,2.0
01f231b3e0__S173962714,3.0,3.0
01f231b3e0__S173964407,2.0,2.0
01f231b3e0__S173966997,2.0,2.0
020286b932__S173962148,3.0,3.0
020286b932__S173965801,3.0,3.0
020286b932__S173969091,3.0,3.0
0202afda78__S173961035,3.2,3.2
0202afda78__S173963676,5.0,5.0
0202afda78__S173964101,3.0,3.0
02042fe7bb__S173960944,2.0,2.0
02042fe7bb__S173965042,1.2,1.2
02042fe7bb__S173968887,2.0,2.0
020435d71e__S173963312,2.0,2.0
020435d71e__S173965643,3.0,3.0
020435d71e__S173971045,3.0,3.0
0207a8e99a__S173961713,2.0,2.0
0207a8e99a__S173963279,1.0,1.0
0207a8e99a__S173964161,2.0,2.0
02159a0664__S173962002,1.0,1.0
02159a0664__S173964436,3.7,3.7
02159a0664__S173969199,3.0,3.0
02164df259__S173965746,3.9,3.9
02164df259__S173967548,3.5,3.5
02164df259__S173970181,3.0,3.0
021896de97__S173964112,3.0,3.0
021896de97__S173966716,4.0,4.0
021896de97__S173967813,2.0,2.0
022b0adb48__S173961731,2.0,2.0
022b0adb48__S173965522,1.0,1.0
022b0adb48__S173969025,2.0,2.0
0240732218__S173961246,3.2,3.2
0240732218__S173966900,3.0,3.0
0240732218__S173967532,2.0,2.0
024ca32b16__S173961004,2.0,2.0
024ca32b16__S173963480,3.0,3.0
024ca32b16__S173966809,3.0,3.0
025877dad8__S173962805,2.0,2.0
025877dad8__S173967132,3.0,3.0
025877dad8__S173971024,2.0,2.0
025a5c9bf1__S173963798,3.0,3.0
025a5c9bf1__S173966441,3.0,3.0
025a5c9bf1__S173969623,3.0,3.0
025f5a3919__S173963004,2.1,2.1
025f5a3919__S173966240,2.0,2.0
025f5a3919__S173967113,3.0,3.0
025f5a3919__S173970073,3.0,3.0
026e3a96bc__S173960372,4.1,4.1
026e3a96bc__S173962981,4.0,4.0
026e3a96bc__S173964571,3.9,3.9
028de89191__S173963475,4.0,4.0
028de89191__S173966090,3.0,3.0
028de89191__S173966210,4.0,4.0
028fb783c2__S173961306,4.6,4.6
028fb783c2__S173963781,3.0,3.0
028fb783c2__S173964036,2.4,2.4
029985f6f5__S173965561,2.5,2.5
029985f6f5__S173965744,1.0,1.0
029985f6f5__S173967948,2.0,2.0
02a0e38c9f__S173967096,2.0,2.0
02a0e38c9f__S173967781,2.0,2.0
02a0e38c9f__S173970426,2.6,2.6
02ad29020f__S173964558,4.3,4.3
02ad29020f__S173969529,3.0,3.0
02ad29020f__S173969623,2.0,2.0
02b5726cec__S173961600,3.4,3.4
02b5726cec__S173969529,3.0,3.0
02b5726cec__S173969939,2.0,2.0
02b5726cec__S173970903,5.0,5.0
02b77029b2__S173962967,3.0,3.0
02b77029b2__S173963004,3.0,3.0
02b77029b2__S173963630,2.0,2.0
02b77029b2__S173964785,2.0,2.0
02ba3fe916__S173960419,2.7,2.7
02ba3fe916__S173964558,2.0,2.0
02ba3fe916__S173970903,2.0,2.0
02ce118f46__S173962316,2.0,2.0
02ce118f46__S173967034,3.0,3.0
02ce118f46__S173970404,3.0,3.0
02f4568e4b__S173962354,5.0,5.0
02f4568e4b__S173968501,5.0,5.0
02f4568e4b__S173970434,3.0,3.0
030c29c3ec__S173960889,2.0,2.0
030c29c3ec__S173964161,2.0,2.0
030c29c3ec__S173969077,3.1,3.1
031dbfcadc__S173960640,3.0,3.0
031dbfcadc__S173962805,3.0,3.0
031dbfcadc__S173969530,3.0,3.0
032ced0f5f__S173963935,3.0,3.0
032ced0f5f__S173968783,2.0,2.0
032ced0f5f__S173969025,3.0,3.0
032ced0f5f__S173970811,2.0,2.0
0331a8b265__S173960859,3.0,3.0
0331a8b265__S173965047,2.9,2.9
0331a8b265__S173966162,2.8,2.8
03358b6a12__S173961435,2.0,2.0
03358b6a12__S173963248,3.0,3.0
03358b6a12__S173969478,2.0,2.0
0339af85fb__S173966965,3.0,3.0
0339af85fb__S173969941,2.0,2.0
0339af85fb__S173970266,3.0,3.0
033d541170__S173961792,3.0,3.0
033d541170__S173963190,5.0,5.0
033d541170__S173964407,4.0,4.0
03402da69f__S173962726,2.0,2.0
03402da69f__S173965700,2.0,2.0
03402da69f__S173966937,2.0,2.0
0340def406__S173961361,2.0,2.0
0340def406__S173968117,2.0,2.0
0340def406__S173969449,2.0,2.0
034e00baef__S173960753,2.0,2.0
034e00baef__S173962686,2.0,2.0
034e00baef__S173963738,2.6,2.6
0350117544__S173962119,4.0,4.0
0350117544__S173964758,3.0,3.0
0350117544__S173969155,2.0,2.0
035085e79a__S173965349,3.0,3.0
035085e79a__S173965834,4.0,4.0
035085e79a__S173966115,2.1,2.1
037002ba55__S173960984,2.8,2.8
037002ba55__S173963921,3.0,3.0
037002ba55__S173964144,3.0,3.0
03847dd3ca__S173963801,2.2,2.2
03847dd3ca__S173970136,5.0,5.0
03847dd3ca__S173970856,4.0,4.0
0385e56a2d__S173961236,2.0,2.0
0385e56a2d__S173963755,2.0,2.0
0385e56a2d__S173966835,2.1,2.1
038c7da8e6__S173964915,1.0,1.0
038c7da8e6__S173965783,2.4,2.4
038c7da8e6__S173966483,1.0,1.0
039a6cf01c__S173963735,4.3,4.3
039a6cf01c__S173964563,3.1,3.1
039a6cf01c__S173967113,3.0,3.0
03b1a29ab3__S173962376,2.9,2.9
03b1a29ab3__S173963475,2.0,2.0
03b1a29ab3__S173967298,3.9,3.9
03b4ce6f98__S173961177,4.0,4.0
03b4ce6f98__S173964541,4.0,4.0
03b4ce6f98__S173970680,4.0,4.0
03b7194585__S173964143,2.0,2.0
03b7194585__S173967417,2.0,2.0
03b7194585__S173968572,3.0,3.0
03b7b573bd__S173960377,2.0,2.0
03b7b573bd__S173963798,3.0,3.0
03b7b573bd__S173967910,2.3,2.3
03ba5c6403__S173964033,3.0,3.0
03ba5c6403__S173964651,2.0,2.0
03ba5c6403__S173965005,3.0,3.0
03bc283342__S173960324,2.0,2.0
03bc283342__S173964073,2.0,2.0
03bc283342__S173970516,2.0,2.0
03c84e0a73__S173960522,2.0,2.0
03c84e0a73__S173963308,3.0,3.0
03c84e0a73__S173969832,3.0,3.0
03ca3fa626__S173964395,2.0,2.0
03ca3fa626__S173968418,2.0,2.0
03ca3fa626__S173969972,2.0,2.0
03ca3fa626__S173970995,3.6,3.6
03cc5bee17__S173965775,2.0,2.0
03cc5bee17__S173965887,2.0,2.0
03cc5bee17__S173968399,2.0,2.0
03d7bd289d__S173965437,3.8,3.8
03d7bd289d__S173965442,3.0,3.0
03d7bd289d__S173970527,3.8,3.8
03e61f7f0c__S173965109,2.0,2.0
03e61f7f0c__S173967278,2.0,2.0
03e61f7f0c__S173969206,3.0,3.0
03ea323cc8__S173960239,2.0,2.0
03ea323cc8__S173965390,2.0,2.0
03ea323cc8__S173970711,2.0,2.0
03eb702e80__S173961099,4.0,4.0
03eb702e80__S173961773,2.6,2.6
03eb702e80__S173964850,4.5,4.5
03ebbb025d__S173961935,2.0,2.0
03ebbb025d__S173965023,2.0,2.0
03ebbb025d__S173971009,3.0,3.0
03f13c4009__S173962940,4.0,4.0
03f13c4009__S173963145,3.0,3.0
03f13c4009__S173965213,2.0,2.0
03f18612fe__S173961184,5.0,5.0
03f18612fe__S173965505,4.0,4.0
03f18612fe__S173967516,4.0,4.0
03f2e3b482__S173964626,2.0,2.0
03f2e3b482__S173968646,2.4,2.4
03f2e3b482__S173969554,3.0,3.0
03f2e3b482__S173970680,2.0,2.0
03f67f6583__S173964785,3.0,3.0
03f67f6583__S173965224,4.5,4.5
03f67f6583__S173968279,5.0,5.0
04148b4ce9__S173969310,2.0,2.0
04148b4ce9__S173969453,3.0,3.0
041a6a6289__S173961792,3.0,3.0
041a6a6289__S173963190,3.0,3.0
041a6a6289__S173964407,3.0,3.0
042333dfc8__S173960714,2.0,2.0
042333dfc8__S173964725,3.0,3.0
042333dfc8__S173968362,3.0,3.0
0427a9b8c7__S173961277,2.1,2.1
0427a9b8c7__S173968064,2.0,2.0
0427a9b8c7__S173969714,2.0,2.0
0432b5f186__S173961447,3.0,3.0
0432b5f186__S173961694,3.0,3.0
0432b5f186__S173965388,3.0,3.0
0436587c97__S173960256,4.0,4.0
0436587c97__S173967036,3.0,3.0
0436587c97__S173970429,3.0,3.0
043761dcc0__S173960285,3.0,3.0
043761dcc0__S173965481,2.0,2.0
043761dcc0__S173965894,2.0,2.0
04412358af__S173961048,2.0,2.0
04412358af__S173964380,2.0,2.0
04412358af__S173965594,3.0,3.0
0444327b81__S173962804,4.0,4.0
0444327b81__S173966210,2.0,2.0
0444327b81__S173971045,3.0,3.0
0452f19006__S173962935,3.0,3.0
0452f19006__S173964624,3.0,3.0
0452f19006__S173965414,3.0,3.0
048bcd7096__S173966815,3.0,3.0
048bcd7096__S173967540,5.0,5.0
048bcd7096__S173967547,5.0,5.0
04a976712a__S173962105,3.0,3.0
04a976712a__S173966745,3.0,3.0
04a976712a__S173968260,3.9,3.9
04c14654e5__S173965139,4.0,4.0
04c14654e5__S173966814,3.9,3.9
04c14654e5__S173968599,2.0,2.0
04cd995e5b__S173964033,2.8,2.8
04cd995e5b__S173964651,3.0,3.0
04cd995e5b__S173965005,3.0,3.0
04db9027de__S173961698,1.0,1.0
04db9027de__S173962593,1.0,1.0
04db9027de__S173970353,1.8,1.8
04eed66cb5__S173965381,3.0,3.0
04eed66cb5__S173967505,3.0,3.0
04eed66cb5__S173968856,1.8,1.8
04f8f6d330__S173966815,3.0,3.0
04f8f6d330__S173967540,3.0,3.0
04f8f6d330__S173967547,1.8,1.8
04fed9259a__S173960220,3.6,3.6
04fed9259a__S173961174,3.0,3.0
04fed9259a__S173969294,2.0,2.0
050c2df984__S173961613,2.0,2.0
050c2df984__S173964921,2.0,2.0
050c2df984__S173970364,3.0,3.0
05132420b6__S173960528,5.0,5.0
05132420b6__S173962451,6.0,6.0
05132420b6__S173969019,4.0,4.0
0515292fa4__S173962387,3.0,3.0
0515292fa4__S173964507,4.0,4.0
05244dc911__S173965642,2.0,2.0
05244dc911__S173969194,1.0,1.0
052d8884ba__S173964703,2.0,2.0
052d8884ba__S173967555,3.0,3.0
052d8884ba__S173968224,2.0,2.0
053b7ecb74__S173963914,2.0,2.0
053b7ecb74__S173964210,2.6,2.6
053b7ecb74__S173969148,3.0,3.0
0546c6cd63__S173962659,2.0,2.0
0546c6cd63__S173970377,3.0,3.0
0546c6cd63__S173970808,3.1,3.1
054d94159b__S173960939,2.0,2.0
054d94159b__S173962935,2.0,2.0
054d94159b__S173967316,2.0,2.0
054d94159b__S173969798,2.8,2.8
0563bdbf45__S173963306,3.0,3.0
0563bdbf45__S173965594,3.0,3.0
0563bdbf45__S173968789,4.0,4.0
056c447a75__S173961792,3.0,3.0
056c447a75__S173964507,3.0,3.0
056c447a75__S173966604,3.0,3.0
058362075f__S173964328,2.0,2.0
058362075f__S173966999,3.0,3.0
058362075f__S173968328,2.0,2.0
05956e5fb4__S173960558,5.0,5.0
05956e5fb4__S173961933,2.0,2.0
05956e5fb4__S173967960,5.0,5.0
05956e5fb4__S173968182,2.0,2.0
0597aad52e__S173961542,4.0,4.0
0597aad52e__S173965350,3.1,3.1
0597aad52e__S173966319,3.0,3.0
05a5d7b3a1__S173964701,3.0,3.0
05a5d7b3a1__S173965018,2.0,2.0
05a5d7b3a1__S173969530,2.0,2.0
05bb3c7c00__S173960179,1.0,1.0
05bb3c7c00__S173962320,3.4,3.4
05bb3c7c00__S173965642,2.0,2.0
05bb3c7c00__S173965868,4.8,4.8
05cdfcf83c__S173962561,2.0,2.0
05cdfcf83c__S173965442,3.0,3.0
05cdfcf83c__S173971024,4.0,4.0
05de8597bc__S173960939,3.9,3.9
05de8597bc__S173962935,3.0,3.0
05de8597bc__S173967316,2.3,2.3
05de8597bc__S173969798,3.0,3.0
05e19bc40e__S173961476,3.0,3.0
05e19bc40e__S173963833,1.0,1.0
05e19bc40e__S173966240,2.0,2.0
05e2fa6a18__S173960773,2.0,2.0
05e2fa6a18__S173963475,2.0,2.0
05e2fa6a18__S173964039,3.0,3.0
05ea9785e7__S173964732,3.1,3.1
05ea9785e7__S173966762,3.9,3.9
05ea9785e7__S173969509,3.6,3.6
05f5c16aed__S173961864,3.0,3.0
05f5c16aed__S173963774,3.0,3.0
05f5c16aed__S173965396,2.0,2.0
05faf18f51__S173961973,2.0,2.0
05faf18f51__S173962874,2.0,2.0
05faf18f51__S173966256,3.6666666666666665,3.6666666666666665
06059f0fe8__S173960245,3.0,3.0
06059f0fe8__S173961880,3.0,3.0
06059f0fe8__S173963824,4.0,4.0
06059f0fe8__S173966108,3.0,3.0
0606637cec__S173964210,3.0,3.0
0606637cec__S173969164,3.0,3.0
0606637cec__S173970760,2.0,2.0
0610ec8bae__S173960993,3.0,3.0
0610ec8bae__S173962152,2.0,2.0
0610ec8bae__S173967216,3.0,3.0
0612a03fd8__S173963004,1.0,1.0
0612a03fd8__S173963465,2.0,2.0
0612a03fd8__S173965459,3.0,3.0
0612a03fd8__S173965483,2.0,2.0
06191ddb98__S173961300,3.0,3.0
06191ddb98__S173964318,3.0,3.0
06191ddb98__S173965608,4.0,4.0
061b05f3c6__S173960801,3.0,3.0
061b05f3c6__S173966122,4.0,4.0
061b05f3c6__S173970780,2.0,2.0
061caad52b__S173964651,2.9,2.9
061caad52b__S173965005,2.0,2.0
061d8b926a__S173964033,2.0,2.0
061d8b926a__S173964651,2.5,2.5
061d8b926a__S173965005,5.0,5.0
061ff047f3__S173962755,3.0,3.0
061ff047f3__S173969137,4.0,4.0
061ff047f3__S173970975,4.0,4.0
06279580c2__S173966815,3.0,3.0
06279580c2__S173968115,4.0,4.0
06279580c2__S173969324,4.1,4.1
06333d88d0__S173961230,1.7,1.7
06333d88d0__S173968279,2.0,2.0
06333d88d0__S173970516,2.0,2.0
066b6e4c00__S173962726,3.0,3.0
066b6e4c00__S173965700,3.0,3.0
066b6e4c00__S173966937,4.4,4.4
066e6c00e1__S173961680,3.0,3.0
066e6c00e1__S173968144,5.0,5.0
066e6c00e1__S173970329,2.9,2.9
0675783089__S173961283,2.0,2.0
0675783089__S173962935,3.0,3.0
0675783089__S173970469,2.0,2.0
067a331a82__S173960657,2.0,2.0
067a331a82__S173961546,4.0,4.0
067a331a82__S173965594,2.6,2.6
067cde110e__S173964624,4.0,4.0
067cde110e__S173965556,3.0,3.0
067cde110e__S173970148,3.0,3.0
068f1c8e18__S173960185,3.0,3.0
068f1c8e18__S173960341,2.0,2.0
068f1c8e18__S173967778,2.0,2.0
069fd7714e__S173960976,3.7,3.7
069fd7714e__S173964342,2.0,2.0
069fd7714e__S173966736,2.0,2.0
06a39fba49__S173961277,3.5,3.5
06a39fba49__S173968064,3.0,3.0
06a39fba49__S173969714,2.0,2.0
06afa526b7__S173961661,2.0,2.0
06afa526b7__S173965368,3.0,3.0
06afa526b7__S173969288,4.0,4.0
06c44ccbcd__S173962696,4.0,4.0
06c44ccbcd__S173963767,3.0,3.0
06c44ccbcd__S173964226,2.1,2.1
06ddf939ed__S173961061,2.0,2.0
06ddf939ed__S173964558,4.0,4.0
06ddf939ed__S173964701,2.0,2.0
06ddf939ed__S173970903,3.0,3.0
06e054d421__S173965164,2.0,2.0
06e054d421__S173968964,3.0,3.0
06e054d421__S173969500,3.0,3.0
06eb37adb9__S173960531,3.0,3.0
06eb37adb9__S173966305,3.0,3.0
06eb37adb9__S173970521,2.0,2.0
06ef700dea__S173962864,3.0,3.0
06ef700dea__S173963914,3.0,3.0
06ef700dea__S173968526,3.0,3.0
06fb3707d4__S173963520,2.2,2.2
06fb3707d4__S173965133,3.2,3.2
06fb3707d4__S173965176,3.0,3.0
06fdd9daac__S173961177,3.0,3.0
06fdd9daac__S173964541,4.0,4.0
06fdd9daac__S173970680,3.0,3.0
06ff8ad31d__S173962791,3.0,3.0
06ff8ad31d__S173965737,1.0,1.0
06ff8ad31d__S173967300,2.4,2.4
07068ac230__S173961811,3.0,3.0
07068ac230__S173968236,4.0,4.0
07068ac230__S173970760,2.2,2.2
070ae1f305__S173966815,3.0,3.0
070ae1f305__S173968115,2.7,2.7
070ae1f305__S173969324,3.0,3.0
070e6adf8a__S173963921,2.0,2.0
070e6adf8a__S173965397,5.0,5.0
07114adef9__S173961471,2.0,2.0
07114adef9__S173965051,2.0,2.0
07114adef9__S173966482,3.0,3.0
0725f7cc73__S173961264,5.0,5.0
0725f7cc73__S173962483,3.3,3.3
0725f7cc73__S173967895,3.0,3.0
07280f5830__S173964544,3.0,3.0
07280f5830__S173969507,2.0,2.0
0733379472__S173961230,2.0,2.0
0733379472__S173968279,3.0,3.0
0733379472__S173970516,3.0,3.0
0735a33922__S173964549,2.0,2.0
0735a33922__S173964716,3.0,3.0
0735a33922__S173966502,3.0,3.0
0735a33922__S173969626,3.0,3.0
0738bc6dd4__S173963190,3.0,3.0
0738bc6dd4__S173965047,2.7777777777777777,2.7777777777777777
0738bc6dd4__S173968599,2.0,2.0
0738ce42e7__S173960548,2.0,2.0
0738ce42e7__S173961061,3.0,3.0
0738ce42e7__S173962935,3.0,3.0
07478bc72d__S173961281,2.0,2.0
07478bc72d__S173962118,2.0,2.0
07478bc72d__S173965583,2.0,2.0
074a2ce18c__S173964832,5.0,5.0
074a2ce18c__S173966999,3.1,3.1
074a2ce18c__S173968783,3.0,3.0
074a2ce18c__S173970942,5.0,5.0
07555393dc__S173960400,2.0,2.0
07555393dc__S173964047,4.0,4.0
07555393dc__S173966113,3.0,3.0
07555393dc__S173966293,4.0,4.0
07785f94f6__S173961603,4.0,4.0
07785f94f6__S173963418,3.0,3.0
0786b2ed68__S173960464,2.0,2.0
0786b2ed68__S173967540,3.0,3.0
0786b2ed68__S173969028,2.0,2.0
0792e604d8__S173960705,2.0,2.0
0792e604d8__S173962115,2.0,2.0
0792e604d8__S173965593,2.0,2.0
0793025027__S173967518,5.0,5.0
0793025027__S173967760,5.0,5.0
0793025027__S173969766,5.0,5.0
0793025027__S173970684,2.0,2.0
079e5407e6__S173964593,2.0,2.0
079e5407e6__S173965209,4.0,4.0
079e5407e6__S173967262,5.0,5.0
07d52cc876__S173963914,2.0,2.0
07d52cc876__S173964210,2.0,2.0
07d52cc876__S173969148,2.0,2.0
07e068163d__S173961065,2.0,2.0
07e068163d__S173965623,3.4,3.4
07e068163d__S173968188,2.0,2.0
07e2e55844__S173960443,2.0,2.0
07e2e55844__S173969789,2.0,2.0
07e2e55844__S173970203,2.0,2.0
07e9d1b7a7__S173960377,3.0,3.0
07e9d1b7a7__S173960548,3.0,3.0
07e9d1b7a7__S173962222,2.0,2.0
082748bfd9__S173961198,2.0,2.0
082748bfd9__S173962457,2.0,2.0
082748bfd9__S173971062,3.0,3.0
0832fbb66c__S173962935,4.0,4.0
0832fbb66c__S173965522,3.0,3.0
0832fbb66c__S173967336,3.0,3.0
083cf513a7__S173961603,3.8,3.8
083cf513a7__S173970372,2.0,2.0
083cf513a7__S173970813,3.0,3.0
083e9f3ad7__S173963300,3.0,3.0
083e9f3ad7__S173963873,4.5,4.5
083e9f3ad7__S173966469,4.0,4.0
08501e9a25__S173964669,2.0,2.0
08501e9a25__S173967711,1.1,1.1
08501e9a25__S173968236,1.9,1.9
08579abb63__S173960188,3.0,3.0
08579abb63__S173964144,4.0,4.0
08579abb63__S173970148,3.0,3.0
086c0e3cba__S173962226,2.0,2.0
086c0e3cba__S173968729,2.0,2.0
086c0e3cba__S173969841,2.0,2.0
086e63d748__S173963976,2.0,2.0
086e63d748__S173967216,3.0,3.0
086e63d748__S173969800,3.0,3.0
0885a887bf__S173965483,2.0,2.0
0885a887bf__S173967225,3.0,3.0
0885a887bf__S173969613,3.0,3.0
0898cf0e6e__S173964173,2.0,2.0
0898cf0e6e__S173968562,2.0,2.0
0898cf0e6e__S173969478,2.1,2.1
089cdf877e__S173967888,3.0,3.0
089cdf877e__S173968674,3.4,3.4
089cdf877e__S173969654,3.0,3.0
089e6c0673__S173960276,3.7,3.7
089e6c0673__S173963284,4.0,4.0
089e6c0673__S173969048,5.0,5.0
08accf9496__S173961895,2.5,2.5
08accf9496__S173965767,2.0,2.0
08accf9496__S173966616,2.0,2.0
08b75e127b__S173962726,3.2,3.2
08b75e127b__S173963893,3.0,3.0
08b75e127b__S173967885,2.0,2.0
08d1c4da9a__S173965193,2.0,2.0
08d1c4da9a__S173966604,4.2,4.2
08d1c4da9a__S173970903,2.0,2.0
08d45b8a01__S173960239,2.1,2.1
08d45b8a01__S173965390,3.2,3.2
08d45b8a01__S173970711,3.0,3.0
08d6d2eb7a__S173966149,2.0,2.0
08d6d2eb7a__S173969318,3.0,3.0
08d6d2eb7a__S173970052,4.8,4.8
08dad349d0__S173961242,4.0,4.0
08dad349d0__S173961753,3.0,3.0
08dad349d0__S173969091,3.0,3.0
08e929d658__S173960558,2.0,2.0
08e929d658__S173968790,2.0,2.0
08e929d658__S173970367,2.0,2.0
08e975263a__S173961991,4.0,4.0
08e975263a__S173963460,2.6,2.6
08e975263a__S173963692,2.0,2.0
08ebd99450__S173962510,3.6,3.6
08ebd99450__S173968677,3.0,3.0
08ebd99450__S173969483,2.0,2.0
08f21db9e7__S173963190,4.0,4.0
08f21db9e7__S173968027,3.0,3.0
08f21db9e7__S173970527,3.0,3.0
08f3de2478__S173962634,2.0,2.0
08f3de2478__S173964546,3.0,3.0
08f3de2478__S173966976,3.0,3.0
08faff8b73__S173966761,2.0,2.0
08faff8b73__S173967153,2.0,2.0
08faff8b73__S173970660,2.0,2.0
09060c8a40__S173965190,3.0,3.0
09060c8a40__S173968501,3.4,3.4
09060c8a40__S173970094,3.0,3.0
09079783ac__S173962024,4.1,4.1
09079783ac__S173970772,2.0,2.0
090cc0b015__S173960713,2.0,2.0
090cc0b015__S173964557,2.7,2.7
090cc0b015__S173969541,2.0,2.0
090e6bcce9__S173962126,3.0,3.0
