participantId,ic_qwenorpo400_logit,ic_qwenorpo400
30D25D3294DD4335BA4792828C71B7C7,3.913141965866089,4.0
918F9C7994294FE7AAEB36C61FD3F716,2.773437261581421,3.0
C5D221F3F24D4FC69E19B762A31A72F7,1.8091915845870967,2.0
0CA6D66EEB91468B8A04190507F75569,2.0014688968658447,2.0
1BB3488924EC4783A23C5E23FA6F1CFF,2.7571370601654053,3.0
1A7A973EBA6B46E3BB0840196EFFCB85,2.397808790206909,2.0
C90FD096652D4575A305D36FB8784DC2,4.198237895965576,4.0
0F54E65898B74092AE787C7ACE5BCE16,3.1706652641296387,3.0
176B40DB9C0E4C7A9EC1E3EC0095D980,2.8516316413879395,3.0
B79F050C4982475DAA8E0C3795F852CE,3.1046175956726074,3.0
0B47AA52A87546219713EBE2AD7E32B6,1.543654203414917,1.0
8321302CECA448C6A436AC96834C0528,2.561932325363159,3.0
EE0AFF88B29D4E72A7FAA6488A72882C,2.9909932613372803,3.0
C80265A09BE241BB99B9A7F60336E099,2.0864176750183105,2.0
02FFED5FE7BA42D8B1F06CB410DDE9ED,3.134335994720459,3.0
C9E83081A2B34DB8A3979763CBD03EF6,3.809577703475952,4.0
996EC505B93C4829BF22C01ABC94A238,2.4633729457855225,3.0
258A7DC25E814C7182E41571A6CA9DD4,3.727038383483887,4.0
B4AA8B7F825A4D2EA7E39EE97795CFB8,2.709415435791016,3.0
49B72D163C884C01A345E833E2AFCAC8,2.9761533737182617,3.0
B96EBB03B066448BB18D71086DE87111,2.935465097427368,3.0
A8843C298B384E86BC1FD9BA5DC7CAAC,2.875335693359375,3.0
E4E06B4768E94EDBBD76DC40F2B1CE68,2.6915228366851807,3.0
20BBD8537EB741D0908AFFF0683DE8FA,2.44461727142334,3.0
3A027EB458E1432AB5977770B373F0CB,2.7020273208618164,3.0
12CB3ED72C0345718EC223414AFEAB6A,2.847208261489868,3.0
9970CAA29A03436584D85B9B71AD36C1,2.599074363708496,3.0
FD824EFB7F914FB49FE37E05862AC30B,2.630862236022949,3.0
6BE4FAF3EE8849D8859640F479F0B04E,3.27698278427124,3.0
3730294F3F5748E4B7FBEEF1666125B4,3.739340543746948,4.0
EC960DF6D8944A3496AE183595BC6BB7,2.9354946613311768,3.0
928123C177764C5EBCE7B8FC8BA21F35,2.6602606773376465,3.0
733D7662A52B4FE1BFF36A6769774315,2.1041581630706787,2.0
66D203BE245D44F68D82D5421434275B,2.0769600868225098,2.0
B3D1E56E0AEE412A9742B1D391812819,2.222495079040528,2.0
7B4017F0546B4E23850D17D0EDF54519,3.3276116847991943,3.0
9404FA0A816C42A8A1E9DD4FD0AD497C,2.6562886238098145,3.0
B1F62ECD989D43109011C5236FEE105E,3.556126594543457,4.0
71AEE38C92B24C568F612B9014229FF4,1.8661117553710933,2.0
8ED709444ECE49CC96DD19F1144F60F6,3.152601718902588,3.0
84EF3A4660034354B098DECA683C4357,1.512595772743225,1.0
FC74ABCA167743B0AC4457D24944F40C,3.30108904838562,3.0
C141654FEFB142C58085CD6068C4CF62,1.5267869234085083,1.0
DAD910A5861044E0B94A30EF076E791E,2.7352874279022217,3.0
1DA0915ABC8A4FB58E4965733CE95B4A,2.786494970321656,3.0
D7A77D22CD9B47C1BD7FF7A3B084E140,2.7483205795288086,3.0
7DEC8D6D874346979B9E1FE65E2A5F30,2.81880259513855,3.0
4CDE5D3489454DE98D5D34E450FCE083,1.749969482421875,1.0
12076B51DE264DD08FCA1D5AF1DF8DFC,2.88717007637024,3.0
AA0BF842F70841AC8023503CAAEF6087,1.3908902406692505,1.0
25B446F37B594F00991A49CF11ECAD26,2.4392921924591064,2.0
8F3C5B71E1134358848BA1C97F575BA3,2.411964178085327,2.0
681DA7A2B9EE486B9EC77A10350C0E30,1.4125378131866455,1.0
BF3212246B9A4B0C8524ADBC588162B3,2.500854730606079,3.0
6FB40C2DB4FE416097B825ACC27076AD,2.500577211380005,2.0
C47FE78AD92947C1998D8010861497BA,3.254629611968994,3.0
F14043519CF144B59A222E724B53C79D,2.7319705486297607,3.0
85493123E543447A9BFA4F4A0CC1FA5B,2.262756109237671,2.0
EA7005BC49214A0EA29DB1CFB937AF13,3.9215962886810303,4.0
11F1E2B4FF8A4E4FA5665AAC58516103,4.120190620422363,4.0
468663412E82440A8CA94360BB6691B3,2.5546765327453613,3.0
67584B64014842B8B5C7A7F82BEACE16,2.543188095092773,3.0
AD5EB6696FC948BAAD07CEA96A935850,2.132165670394897,2.0
FF52B4EECA4545DFA5A77AD0FB802601,2.9513072967529297,3.0
AD36BC7CA8EC47B6B462EC3AC7F8031B,3.350091457366944,3.0
969B0BA39CF74369A599117D2122E4D4,2.293210029602051,2.0
8DC6177071934591808625858B7E0260,1.8957736492156985,2.0
B5D3266828CF4926BA60E8070CDD9E53,2.3749337196350098,3.0
3678EC80BBA94660A2B26BB59329B1F9,2.673168182373047,3.0
B30309BB9F074F19AAFAE471FFE2BFFA,2.803220272064209,3.0
A8D6AD6A1BA14F7FAA1321F3284C3D3F,2.8884525299072266,3.0
4CE6CD7ACB434B8D9D58AC7703636736,1.1703239679336548,1.0
E8B0A6E592254AF1BB3A758752E979C0,2.2476518154144287,2.0
88C36013A3DD4B3DACE88D3FF7F5FF58,2.272549152374268,1.0
6C878AE5E0E3432AB7D4E8CE62290944,2.5616304874420166,3.0
2E8D9761DC7E461CB226FD8055BC576B,2.390427589416504,2.0
57493A2EE0D5490CAC50BB726D68336F,3.484025001525879,3.0
631EE9CF36BB403BA9554D986D6AADD1,2.4163119792938232,2.0
58044DE6551C44B1B837C00135980489,2.8906848430633545,3.0
AF863B4198FF48268C5A2CE11C3CE6DC,3.507614850997925,4.0
5105ADD2460247C7905BA2514F5F4F48,2.9766249656677246,3.0
526173AE1F5440B086459713125547D1,2.8422093391418457,3.0
F95BE75A79424C9FBFEAAD48ABB04882,3.750333547592163,4.0
AD1A091CDD424E159440A6E8F0436476,2.107132196426392,2.0
CA161E531ED643989E97A0E7E85515D9,2.534257411956787,3.0
0AC2D96EB03B4CBD86FD28529D4A0F53,2.397979974746704,2.0
305D194439784138A7A4F13CACF45AD4,3.091721534729004,3.0
FCB79CA5BC314B18981A5B1DFFED837A,2.6109769344329834,3.0
83CA2776D2934623BE848D3E52447CE9,2.416297912597656,2.0
45058888FDFF4477A0CC4BD0AD8CBCF6,3.31191635131836,3.0
F283F734C66546018E5A4441E6D72175,3.860662937164306,4.0
113B49B2AE4A4DC498CEB59DB9A86125,2.677900552749634,3.0
593BE2793EB845229B56916EAF2B00D7,2.2466466426849365,2.0
29C5C09A376D4377B961D6898F2995FF,2.511713743209839,3.0
B4C2801910A4437E86A6FFE31337C252,3.4525630474090576,3.0
36C7F1E7CB144878BA1B3BE70B1B1FD1,2.1843624114990234,2.0
002D321B2814496DA6BDA3438A04F646,1.080165147781372,1.0
0B6AB0B22E0C483D8CD7E057C84F40B5,2.153287410736084,2.0
172A85CD76834494978381D1A1025E1C,2.802839994430542,3.0
D1EAA51ABDDC4B2DAF31E60B2218768F,2.530433416366577,3.0
DD6C2DAFD90D43D99B8EB5104FED015F,3.0337624549865723,3.0
280AC64B163F4EDB84E7501ED2D556E1,2.6937732696533203,3.0
62AA33CD5DF341409E259838FB9FE08C,2.645912408828736,3.0
EF2864642EE94378B0199FEB57D0F8FE,1.5362426042556765,1.0
C224D9BA716A40C0A4CE798D2E32220B,3.941354990005493,4.0
7DB64DBD8D2840CCB78F873E5D2B55DB,3.947698354721069,4.0
4A1D9879B49F4CC48C0B56F4404FDD79,3.2771382331848145,3.0
3852396C477943258E7EE91584600B4C,2.814793348312378,3.0
D53E9EC9E2074B16BD694A2AF55DC2DB,1.8094642162323,2.0
09CEA90ABB7A4BBDA84C66A126861C99,2.9762120246887207,3.0
1CF7C21F094A41B787AA4786ED542DC9,3.4880549907684326,3.0
C20DA5B989DE46AFA8BD9CB8722E5ACC,3.7501916885375977,4.0
73FBB1DAA92949E39B087605F1BAE670,2.6144509315490723,3.0
C11EF057F35B4900AAA36B0A12F600D5,3.4413015842437744,3.0
92800AB0E7A240A08354F6D7C361FB87,2.6085712909698486,3.0
CEFC946AE61A4BE396BE6303FAFE8800,2.511665105819702,3.0
63B82373A85547C59094EDDFEEC81854,2.0807812213897705,2.0
6BA36FDE963A4CD6A64606F09AD8A788,2.907405138015747,3.0
F95B469F22304D69A8C46EE4264978F6,3.677863121032715,4.0
A53DD8EC9F15451EB0EC9375DE080EC1,2.976926565170288,3.0
FF3A598259634A53BD8E99ECB19FD8DB,1.6122437715530396,1.0
6D1184B973EE42BBA25592B2989F2B29,2.8011229038238525,3.0
DFE2AC1CB8BD4F5E968C88702D019063,2.33015513420105,2.0
14F37F4836E74DA99D8580CDA2DA9466,2.6411592960357666,3.0
1E38DF1521A84B339B6B950259245195,1.777297854423523,1.0
7AA5D7F9AF35472E837F786C28F0AE01,1.5550774335861206,1.0
BED8600377F04D36A495F97D2C9AF18C,2.6610891819000244,3.0
8309B0628D0E466ABE7663511239FE10,2.1902782917022705,2.0
32AFEA148350483B827F31CBA44CE975,2.481384038925171,2.0
F30D8E1A46374A3395F3B4970C7D74B6,3.515601873397827,4.0
090D3CFED70D494A9BF246CA0163DDD2,3.264169454574585,3.0
C2932169465F46C3B987EC73F583ADA3,3.2679576873779297,3.0
0ADA37824AA94F758F7EACBB6B30F330,3.38599705696106,3.0
DDBDAB1F7A064D20BF141E8B48C0C19A,3.86185622215271,4.0
540FD707F74546DA9DBBABEA2F8236E1,2.2763710021972656,2.0
FB4857975F554E61B1C153059BC3BD1F,2.896965265274048,3.0
ABE7036C1E484A58A30855374D8DE5D4,2.701021194458008,3.0
E54A61DBE6FF476197309CE8FE625AB5,1.3069989681243896,1.0
B2923BDD4947444895D865C09B65DCE7,2.4323923587799072,2.0
27C96E8DDC7E4730827171054E324FD3,2.86468768119812,3.0
B68BD0E6F41A485B82915E7849D16C84,2.9437575340271,3.0
ADE1ADE7F72C41569AC04C700DBB783B,2.358763694763184,3.0
82450589A0E445889F9B2CC311989574,1.031904220581055,1.0
2D8B47CFA93F4F9297762920974DD1EA,2.684930324554444,3.0
30BD1E4838B84EC1B64F2C8CB1102174,3.4149110317230225,3.0
47F47A04EB6A4376AEBF677F8C86DA75,2.451929807662964,2.0
5911B1A9AE6D4E3388B295D078B7F49A,3.426469087600708,3.0
6BC32F1FA1A54DF6BD812888AB6D2B42,1.5942150354385376,1.0
EA5721208DF947EC935391B65CB0E906,2.59890079498291,3.0
46AD95E4872045E097CB1B8B5E54A4D2,2.1168932914733887,2.0
D7304FE7F233467A826CB4A5939DC662,5.167104244232178,5.0
1304BAAAAFA04DEE959F8EC00A5E49F6,2.641541242599488,3.0
4C906ACB19764635A2683367A6374361,2.09962797164917,2.0
0E0D3F24900D47D9BE328C291BD34F61,3.331200361251831,3.0
E3E214ADBDC34A8E8767980D34FC4A63,1.4679890871047974,1.0
C4303A5F65D041D391BB020BA40D77E6,3.386859893798828,3.0
1FD4C18B0D384547A10B4BD0C8D8DF7E,2.5997354984283447,3.0
7690A28E51994CA7A219E02E28DC227B,2.2301034927368164,2.0
EA58A17E477347DDAC6E987B993A0FBC,2.641044855117798,3.0
18BF3F62EA1E48C99F02957B74EF2626,1.6327273845672607,1.0
C71DA553BF464DB5947B73A764F7737B,3.831619739532471,4.0
0D1BC9FBDD1340F6909E63D0DE210109,2.694366455078125,3.0
99240EB9F06E4CC6B3F5071227614076,2.7445614337921143,3.0
5B51C2E3CF214D3298BEEBCCE99B63F4,3.292681932449341,3.0
3C9713985EF6444A974C932DC3038446,3.007469892501831,3.0
D6C205933CD040E9A042F0C275CD4C0D,3.956576108932495,4.0
AFCEB73B491244FBA313937A1993B4FC,2.9109911918640137,3.0
3E3450E8BCA14E06A4015035204873D0,2.7840046882629395,3.0
A266CB127F334F06A9AC44BE869D05AC,2.037172794342041,2.0
78B8260DF00845409EAA25A19A32D983,2.4648454189300537,2.0
98B5E42FE2DB421E87850A708B590B36,2.411978006362915,2.0
A2A246CDC1B2414EAABCE3202019AA37,2.103403329849243,2.0
60DBD443B4F34727A4CEF8C20CA5D6E0,3.3316245079040527,3.0
17396E5B849149F69A7A7F00A494C443,3.3557844161987305,3.0
66A13C4BA8E440C7AC6A56618803516B,3.440661907196045,3.0
7776FDF26EFC462B9BC79657AD22DEBE,3.694981575012207,4.0
8CB11E214EC74ED285790267A0CC6244,3.501926898956299,4.0
40A8074BACE84DFFBFCFB1900226AFCE,3.5518951416015625,4.0
67072977C58740A19253F4B13879300D,2.299656867980957,2.0
88D3CCCAE163463FBC160586C7EEDFAD,2.572540044784546,3.0
BDCAB2EC78DB441B8988535ED10CB325,2.456712245941162,2.0
BDCB329DCB0848E996AA11B62AFEECC9,2.3999977111816406,2.0
FDC65C5F8DCB4731B5953C1745FC9696,2.5789449214935303,3.0
191FFCCB72F34A3188F338C4AFD474FD,2.786238431930542,3.0
D323C2D081DA48DB8489D599DEAFB8AD,2.285003900527954,2.0
FD16A6C35C434CE8BCA7B1EC6A92DB91,3.0333096981048584,3.0
E703C2685909438587D24B2366310309,4.847988128662109,5.0
189C3E7BE9974706A20C5FF5DEBD57BC,2.313660383224488,2.0
DFACF4D3F2DE4CF08257247F8AC4B108,2.315967559814453,2.0
97E3256B78254ADB8BBA2A8C58A1A9F3,2.975735902786255,3.0
5465CFB035C048D5B6B2170FA69529A1,2.545714855194092,3.0
38FFD6F4628448F28B46E86FDF6E5A9E,2.645582437515259,3.0
147A85A3EE4E4A57921F890CA7232BC6,2.715015888214112,3.0
C604D077C6F644DCB79ABFAD53468012,2.8637166023254395,3.0
7AD2281E53434F05AB9B915D29D9883A,3.2007153034210205,3.0
FBC94C6AD0F345148E2D665113347C95,2.539141893386841,3.0
9692679B65FF4C4B9040BC938BDD2042,3.148793935775757,3.0
0D2A2231EC8249BAA92F6094E067AC71,2.9534778594970703,3.0
D6F6579F5929468FBE9AF42299F9A2A9,3.026171922683716,3.0
7FC54A2BBBA844EC88AC2A5565845AC7,2.729966640472412,3.0
3C6A217DE6664F54B1103A5E9F227CA6,2.6418344974517822,3.0
43EE05B1C9A14B2CA3D27C96E04674DE,1.4813281297683716,1.0
2005C80C4D674B82A36FD906AE99C269,2.8203163146972656,3.0
0A02A8468E53436CA70D62333711DCE4,2.54677677154541,3.0
9DD69F6D8F5148429E16D457B9711026,2.825623273849488,3.0
B2492A6539854CAEB346034B58268516,2.6100423336029053,3.0
3E3DEF0881C743638CFFA109D69F83F2,2.915404796600342,3.0
89E7C851721F49EDB210B9C6E60729E4,2.693459272384644,3.0
D9E232D397614A8584ED22E638521183,2.359970569610596,2.0
48CF0836208947F3A9C1303E7ED49A0A,2.930353164672852,3.0
08AD676E193D4EF09FBC96786A099818,2.6388182640075684,3.0
A13E44653102443887FEF6AACB30DCC3,1.0676754713058472,1.0
1A7EA2A243BF467897CDCD8065FD980B,2.482353925704956,3.0
C1520C3DACAA4C0A896DDC19832C2CB8,1.8925154209136963,1.0
9C4DB794FAC8413296A8DCAF46779B3C,1.3604798316955566,1.0
A517C7EC0157476E8A8F155A80F7165B,3.327340841293335,3.0
3897878672EE48D19710F861C10825B7,2.4179399013519287,2.0
5AA0D8820B684BDCB0B9D1585467496B,1.7478787899017334,1.0
8A9A3D65205841628819937CCA6EE91A,2.1029810905456543,2.0
3701428B74B748B4A55DA78FEAF1D7C8,4.2258405685424805,4.0
1B50F986520746DEB6C52F0A30F9E0EE,1.9682624340057373,2.0
AF33F003A3A54828BD839D51631828D2,1.865076184272766,2.0
0F7EBF94F63043299EDAA3466A243836,1.9683599472045896,2.0
6F51CFD6C3F54FADBF2DCCD1AF3643C2,2.833592653274536,3.0
3105C9CC889E4367AB84F63D002677E7,3.5996344089508057,4.0
7888A2429F784143A381F03582A8DC5E,1.5939834117889404,1.0
E1E46260FB044E738819C0A8BC2FC4E7,2.251532554626465,2.0
8A57986CDDE54B6DA9725EE57FE00DBA,2.000786304473877,2.0
613B580C07A84D71B6651F80429494CB,3.1219873428344727,3.0
74901D2ADE564603BE59D28A55952B5C,3.653742790222168,4.0
B3D4498EF6CF43BCA0FDB7A1786CE95D,3.7441771030426025,4.0
75BBCD78FEAA437AAD80280A70DC6B8C,3.778871774673462,4.0
C955B6161D3344FCA960611500CBBD01,2.354872465133667,2.0
1EC68FB44F3E4137B7AB7E4403CEB98F,2.6161608695983887,3.0
D8F22F9538DA430BB208705F4925E019,1.721094012260437,1.0
73B04382C0A34AC0958E4F242940D4EA,2.2914040088653564,2.0
9699036197734B979386DB4245EA24CA,2.2651174068450928,2.0
B4D757311CD242519B0C288761F32118,3.3973846435546875,3.0
CAEFA0231B1149C58F819C7F67479694,2.503387928009033,3.0
6932152018164CFBBE74613822660F93,2.705576181411743,3.0
1DE44F23C4D54CA9B8FB5B931D596BF6,2.677131175994873,3.0
CFEA8E05CD284286A0495E7688A33342,3.224306583404541,3.0
AD6E14E985154BFB980D78884436EA80,3.093461751937866,3.0
2A04A16CF7C6422AB88D6C019A6A3524,2.5578885078430176,3.0
4B87A84E40A140DAA4CC7AD974458460,2.7279915809631348,3.0
4A9212285E024A8CA11A93E82524835C,3.8525619506835938,4.0
814D749030154C1481BAA62204BC0693,2.474830389022827,2.0
4297AF3FDD3046A09816FC17FCEC1DD3,2.501727342605591,3.0
12E48DA17B874C96ADED1C40AFA77EF6,2.269648551940918,2.0
6E326A48770148549E12278B48A5DC99,1.970900058746338,2.0
676B796962454B5B82D5A865EB7DB888,1.85456383228302,2.0
7C504BD4C331429F811D40652C0B1EC1,2.331833600997925,2.0
E06591E0AE514EC4BA6E5471B203285A,3.0563251972198486,3.0
9A5B731873534EC5ADF37FC60ED9842E,3.127471685409546,3.0
32557ED8C8D24F46B3B42975F74FA74D,3.066641569137573,3.0
C732C40CF64B4D93A569A651A0D2C5F7,2.2504899501800537,2.0
7E37D98AA76941A59E055FF280EF504A,2.7141239643096924,3.0
67947FB48B8E4A06A33B71A6A01F0E78,3.2733571529388428,3.0
DF7C15644A334918A9028EEB1DBE18C6,2.811787843704224,3.0
57C8D31840664B69984E1706B32B0209,2.435730218887329,2.0
3ADB2033FD504029BBC8C3DB21B0E992,2.1678147315979004,2.0
7763CA82E22E444B9B47E70C70D8EC14,3.235067367553711,3.0
896A712B60BB4BD1A92A9449A49BBF49,1.4251117706298828,1.0
FC28493F6C9D420FB285F7C99D2EB849,1.4611704349517822,1.0
04D41E6B266D4DBD9F5C2DF68FC37E88,2.726902961730957,3.0
00D808BCA2364DC0A9D86AAFCCF3B83E,2.4258809089660645,2.0
E0CB7691192749199864EBD9F57CAE6C,2.2586705684661865,2.0
414B488E96C149CB847C9410220F910E,3.2442069053649902,3.0
5366A7251E5A41C280D47C8FD2328B43,2.881752014160156,3.0
E74DE0C0CA8E4137B68B73C556466ADD,2.691815137863159,3.0
6351F748534242D4BFC6E28BB8D8C5A4,2.3566482067108154,2.0
1579D86EAB1643728C911CA441E2AFDF,2.4233553409576416,2.0
4340729D52124358B71F7EB9BF157CB6,2.7586028575897217,3.0
D76C9C5589D34341862831C7E35B4A39,2.694892644882202,3.0
ACEE6417B42C4F65AA6EC2158DC8ABEB,2.3492090702056885,2.0
0FD2FE3A81B944F998CFBA7227EED4F1,2.621973752975464,3.0
4ADE012E62DB4030A7048F4A068417F8,1.9012352228164675,2.0
4CDB75421A14494A806C1DF9F3A60BAD,3.811964750289917,4.0
D7FC6CC93A484795A0736275EE7EEA5C,2.1741421222686768,2.0
4EAB4046C33140B598498E98EFF79369,2.2935361862182617,2.0
3E4715FD6B504F5FBA2DFCF2B498109F,2.1850075721740723,2.0
C656FF39716E441FA4313164CF7820FE,2.386146545410156,2.0
A8DDC8349ADD49FCA4B3FD170447A9C9,2.5260300636291504,3.0
1E33694C90664523B1AEF85C06B15DB6,2.347057819366455,2.0
8543FF72CA7647D2ACDAD493AD5EF6F4,3.2409651279449463,3.0
79493AC9CFBD4A36962E51A5ACA4BD64,3.0846943855285645,3.0
303D99BA9DBC40BEAC4248F43EC2654B,2.0014662742614746,2.0
BB6CC7E39FE141A98BE52FDA214419E2,1.844884872436524,2.0
3A21AD090BD241D5AC2F9727504866AC,2.8183414936065674,3.0
6F8CA1FDA43B4C5DAC8A31E6AB1FA7AF,1.4271788597106934,1.0
9445D0F623B24DD7AD9FAD3E9BD82B8A,2.627280712127685,3.0
97181789BE4A4C4B8A1B8C3451398B21,1.777780055999756,1.0
EF890A0149AD4AAD9DDC317738F0047E,2.7466723918914795,3.0
5BAB0A1BA15A465CB8D7448D7AA9E8FE,2.5460188388824463,3.0
0812D70A96C540C494E0303F848FE07C,2.494679450988769,3.0
C33CE5B1CCD24882BDD5C9A3DB370CD9,2.529388666152954,3.0
14859321998D497897702AF68E4B0855,3.2019197940826416,3.0
9C83E0FF26FD471993D8C4042C8905BD,2.579896688461304,3.0
827F6378F7DC477FB1FE1B32A45AC7E6,2.515638589859009,3.0
9D6A8DABA9064A83972F7F55B2FE8D85,2.0499274730682373,2.0
54B9F370C90B45C09BEF11B7F18EA8BF,1.886321783065796,1.0
3E9A4A2D381C45359172DE1BB0811084,1.788228988647461,1.0
